"Country or Area","Currency","ISIC Rev 3","Year","Measure","Value","Value Footnotes"
"Kyrgyzstan ","Soms","2021 Veneer sheets, plywood, particle board, etc.","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2022 Builders' carpentry and joinery","2010","Wages and salaries paid to employees","5160200",""
"Kyrgyzstan ","Soms","2022 Builders' carpentry and joinery","2009","Wages and salaries paid to employees","8115900",""
"Kyrgyzstan ","Soms","2022 Builders' carpentry and joinery","2008","Wages and salaries paid to employees","13407900",""
"Kyrgyzstan ","Soms","2022 Builders' carpentry and joinery","2007","Wages and salaries paid to employees","16567700",""
"Kyrgyzstan ","Soms","2023 Wooden containers","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2023 Wooden containers","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2023 Wooden containers","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2023 Wooden containers","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2029 Other wood products; articles of cork/straw","2010","Wages and salaries paid to employees","258700",""
"Kyrgyzstan ","Soms","2029 Other wood products; articles of cork/straw","2009","Wages and salaries paid to employees","354200",""
"Kyrgyzstan ","Soms","2029 Other wood products; articles of cork/straw","2008","Wages and salaries paid to employees","508800",""
"Kyrgyzstan ","Soms","2029 Other wood products; articles of cork/straw","2007","Wages and salaries paid to employees","917800",""
"Kyrgyzstan ","Soms","210 Paper and paper products","2010","Wages and salaries paid to employees","46462200",""
"Kyrgyzstan ","Soms","210 Paper and paper products","2009","Wages and salaries paid to employees","47083200",""
"Kyrgyzstan ","Soms","210 Paper and paper products","2008","Wages and salaries paid to employees","43616600",""
"Kyrgyzstan ","Soms","210 Paper and paper products","2007","Wages and salaries paid to employees","36180100",""
"Kyrgyzstan ","Soms","2101 Pulp, paper and paperboard","2010","Wages and salaries paid to employees","1238500",""
"Kyrgyzstan ","Soms","2101 Pulp, paper and paperboard","2009","Wages and salaries paid to employees","1031400",""
"Kyrgyzstan ","Soms","2101 Pulp, paper and paperboard","2008","Wages and salaries paid to employees","706100",""
"Kyrgyzstan ","Soms","2101 Pulp, paper and paperboard","2007","Wages and salaries paid to employees","503700",""
"Kyrgyzstan ","Soms","2102 Corrugated paper and paperboard","2010","Wages and salaries paid to employees","36181300",""
"Kyrgyzstan ","Soms","2102 Corrugated paper and paperboard","2009","Wages and salaries paid to employees","38491400",""
"Kyrgyzstan ","Soms","2102 Corrugated paper and paperboard","2008","Wages and salaries paid to employees","34571700",""
"Kyrgyzstan ","Soms","2102 Corrugated paper and paperboard","2007","Wages and salaries paid to employees","28724500",""
"Kyrgyzstan ","Soms","2109 Other articles of paper and paperboard","2010","Wages and salaries paid to employees","9042400",""
"Kyrgyzstan ","Soms","2109 Other articles of paper and paperboard","2009","Wages and salaries paid to employees","7560400",""
"Kyrgyzstan ","Soms","2109 Other articles of paper and paperboard","2008","Wages and salaries paid to employees","8338800",""
"Kyrgyzstan ","Soms","2109 Other articles of paper and paperboard","2007","Wages and salaries paid to employees","6951900",""
"Kyrgyzstan ","Soms","221 Publishing","2010","Wages and salaries paid to employees","89589400",""
"Kyrgyzstan ","Soms","221 Publishing","2009","Wages and salaries paid to employees","70262500",""
"Kyrgyzstan ","Soms","221 Publishing","2008","Wages and salaries paid to employees","65073200",""
"Kyrgyzstan ","Soms","221 Publishing","2007","Wages and salaries paid to employees","55081800",""
"Kyrgyzstan ","Soms","2211 Publishing of books and other publications","2010","Wages and salaries paid to employees","9768200",""
"Kyrgyzstan ","Soms","2211 Publishing of books and other publications","2009","Wages and salaries paid to employees","5938000",""
"Kyrgyzstan ","Soms","2211 Publishing of books and other publications","2008","Wages and salaries paid to employees","6273400",""
"Kyrgyzstan ","Soms","2211 Publishing of books and other publications","2007","Wages and salaries paid to employees","4768400",""
"Kyrgyzstan ","Soms","2212 Publishing of newspapers, journals, etc.","2010","Wages and salaries paid to employees","76298400",""
"Kyrgyzstan ","Soms","2212 Publishing of newspapers, journals, etc.","2009","Wages and salaries paid to employees","63572200",""
"Kyrgyzstan ","Soms","2212 Publishing of newspapers, journals, etc.","2008","Wages and salaries paid to employees","57953800",""
"Kyrgyzstan ","Soms","2212 Publishing of newspapers, journals, etc.","2007","Wages and salaries paid to employees","49604200",""
"Kyrgyzstan ","Soms","2213 Publishing of recorded media","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2213 Publishing of recorded media","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2213 Publishing of recorded media","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2213 Publishing of recorded media","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2219 Other publishing","2010","Wages and salaries paid to employees","3522800",""
"Kyrgyzstan ","Soms","2219 Other publishing","2009","Wages and salaries paid to employees","752300",""
"Kyrgyzstan ","Soms","2219 Other publishing","2008","Wages and salaries paid to employees","846000",""
"Kyrgyzstan ","Soms","2219 Other publishing","2007","Wages and salaries paid to employees","709200",""
"Kyrgyzstan ","Soms","222 Printing and related service activities","2010","Wages and salaries paid to employees","97551800",""
"Kyrgyzstan ","Soms","222 Printing and related service activities","2009","Wages and salaries paid to employees","91076900",""
"Kyrgyzstan ","Soms","222 Printing and related service activities","2008","Wages and salaries paid to employees","101512500",""
"Kyrgyzstan ","Soms","222 Printing and related service activities","2007","Wages and salaries paid to employees","92004300",""
"Kyrgyzstan ","Soms","2221 Printing","2010","Wages and salaries paid to employees","97551800",""
"Kyrgyzstan ","Soms","2221 Printing","2009","Wages and salaries paid to employees","91076900",""
"Kyrgyzstan ","Soms","2221 Printing","2008","Wages and salaries paid to employees","101159900",""
"Kyrgyzstan ","Soms","2221 Printing","2007","Wages and salaries paid to employees","91437100",""
"Kyrgyzstan ","Soms","2222 Service activities related to printing","2008","Wages and salaries paid to employees","352600",""
"Kyrgyzstan ","Soms","2222 Service activities related to printing","2007","Wages and salaries paid to employees","567200",""
"Kyrgyzstan ","Soms","2230 Reproduction of recorded media","2010","Wages and salaries paid to employees","397300",""
"Kyrgyzstan ","Soms","2230 Reproduction of recorded media","2009","Wages and salaries paid to employees","78000",""
"Kyrgyzstan ","Soms","2230 Reproduction of recorded media","2008","Wages and salaries paid to employees","68300",""
"Kyrgyzstan ","Soms","2230 Reproduction of recorded media","2007","Wages and salaries paid to employees","44000",""
"Kyrgyzstan ","Soms","2310 Coke oven products","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2310 Coke oven products","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2310 Coke oven products","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2310 Coke oven products","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2320 Refined petroleum products","2010","Wages and salaries paid to employees","106688900",""
"Kyrgyzstan ","Soms","2320 Refined petroleum products","2009","Wages and salaries paid to employees","88855700",""
"Kyrgyzstan ","Soms","2320 Refined petroleum products","2008","Wages and salaries paid to employees","77355300",""
"Kyrgyzstan ","Soms","2320 Refined petroleum products","2007","Wages and salaries paid to employees","108465600",""
"Kyrgyzstan ","Soms","2330 Processing of nuclear fuel","2010","Wages and salaries paid to employees","98389500",""
"Kyrgyzstan ","Soms","2330 Processing of nuclear fuel","2009","Wages and salaries paid to employees","123340800",""
"Kyrgyzstan ","Soms","2330 Processing of nuclear fuel","2008","Wages and salaries paid to employees","85758200",""
"Kyrgyzstan ","Soms","2330 Processing of nuclear fuel","2007","Wages and salaries paid to employees","57211300",""
"Kyrgyzstan ","Soms","241 Basic chemicals","2010","Wages and salaries paid to employees","64141600",""
"Kyrgyzstan ","Soms","241 Basic chemicals","2009","Wages and salaries paid to employees","93340800",""
"Kyrgyzstan ","Soms","241 Basic chemicals","2008","Wages and salaries paid to employees","111907600",""
"Kyrgyzstan ","Soms","241 Basic chemicals","2007","Wages and salaries paid to employees","95621400",""
"Kyrgyzstan ","Soms","2411 Basic chemicals, except fertilizers","2010","Wages and salaries paid to employees","64141600",""
"Kyrgyzstan ","Soms","2411 Basic chemicals, except fertilizers","2009","Wages and salaries paid to employees","93340800",""
"Kyrgyzstan ","Soms","2411 Basic chemicals, except fertilizers","2008","Wages and salaries paid to employees","111907600",""
"Kyrgyzstan ","Soms","2411 Basic chemicals, except fertilizers","2007","Wages and salaries paid to employees","95621400",""
"Kyrgyzstan ","Soms","2412 Fertilizers and nitrogen compounds","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2412 Fertilizers and nitrogen compounds","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2412 Fertilizers and nitrogen compounds","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2412 Fertilizers and nitrogen compounds","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2413 Plastics in primary forms; synthetic rubber","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2413 Plastics in primary forms; synthetic rubber","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2413 Plastics in primary forms; synthetic rubber","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2413 Plastics in primary forms; synthetic rubber","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","242 Other chemicals","2010","Wages and salaries paid to employees","28218300",""
"Kyrgyzstan ","Soms","242 Other chemicals","2009","Wages and salaries paid to employees","29480600",""
"Kyrgyzstan ","Soms","242 Other chemicals","2008","Wages and salaries paid to employees","21698700",""
"Kyrgyzstan ","Soms","242 Other chemicals","2007","Wages and salaries paid to employees","16363200",""
"Kyrgyzstan ","Soms","2421 Pesticides and other agro-chemical products","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2421 Pesticides and other agro-chemical products","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2421 Pesticides and other agro-chemical products","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2421 Pesticides and other agro-chemical products","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2422 Paints, varnishes, printing ink and mastics","2010","Wages and salaries paid to employees","5033200",""
"Kyrgyzstan ","Soms","2422 Paints, varnishes, printing ink and mastics","2009","Wages and salaries paid to employees","7121800",""
"Kyrgyzstan ","Soms","2422 Paints, varnishes, printing ink and mastics","2008","Wages and salaries paid to employees","4102600",""
"Kyrgyzstan ","Soms","2422 Paints, varnishes, printing ink and mastics","2007","Wages and salaries paid to employees","2803200",""
"Kyrgyzstan ","Soms","2423 Pharmaceuticals, medicinal chemicals, etc.","2010","Wages and salaries paid to employees","15001300",""
"Kyrgyzstan ","Soms","2423 Pharmaceuticals, medicinal chemicals, etc.","2009","Wages and salaries paid to employees","15066000",""
"Kyrgyzstan ","Soms","2423 Pharmaceuticals, medicinal chemicals, etc.","2008","Wages and salaries paid to employees","11599800",""
"Kyrgyzstan ","Soms","2423 Pharmaceuticals, medicinal chemicals, etc.","2007","Wages and salaries paid to employees","9677000",""
"Kyrgyzstan ","Soms","2424 Soap, cleaning & cosmetic preparations","2010","Wages and salaries paid to employees","5807300",""
"Kyrgyzstan ","Soms","2424 Soap, cleaning & cosmetic preparations","2009","Wages and salaries paid to employees","5769700",""
"Kyrgyzstan ","Soms","2424 Soap, cleaning & cosmetic preparations","2008","Wages and salaries paid to employees","4935900",""
"Kyrgyzstan ","Soms","2424 Soap, cleaning & cosmetic preparations","2007","Wages and salaries paid to employees","3262900",""
"Kyrgyzstan ","Soms","2429 Other chemical products n.e.c.","2010","Wages and salaries paid to employees","2376500",""
"Kyrgyzstan ","Soms","2429 Other chemical products n.e.c.","2009","Wages and salaries paid to employees","1523100",""
"Kyrgyzstan ","Soms","2429 Other chemical products n.e.c.","2008","Wages and salaries paid to employees","1060400",""
"Kyrgyzstan ","Soms","2429 Other chemical products n.e.c.","2007","Wages and salaries paid to employees","620100",""
"Kyrgyzstan ","Soms","2430 Man-made fibres","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2430 Man-made fibres","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2430 Man-made fibres","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2430 Man-made fibres","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","251 Rubber products","2010","Wages and salaries paid to employees","1293500",""
"Kyrgyzstan ","Soms","251 Rubber products","2009","Wages and salaries paid to employees","1281800",""
"Kyrgyzstan ","Soms","251 Rubber products","2008","Wages and salaries paid to employees","1597300",""
"Kyrgyzstan ","Soms","251 Rubber products","2007","Wages and salaries paid to employees","1497900",""
"Kyrgyzstan ","Soms","2511 Rubber tyres and tubes","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2511 Rubber tyres and tubes","2009","Wages and salaries paid to employees","1281800",""
"Kyrgyzstan ","Soms","2511 Rubber tyres and tubes","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2511 Rubber tyres and tubes","2007","Wages and salaries paid to employees","388900",""
"Kyrgyzstan ","Soms","2519 Other rubber products","2008","Wages and salaries paid to employees","1597300",""
"Kyrgyzstan ","Soms","2519 Other rubber products","2007","Wages and salaries paid to employees","1109000",""
"Kyrgyzstan ","Soms","2520 Plastic products","2010","Wages and salaries paid to employees","63299100",""
"Kyrgyzstan ","Soms","2520 Plastic products","2009","Wages and salaries paid to employees","68735900",""
"Kyrgyzstan ","Soms","2520 Plastic products","2008","Wages and salaries paid to employees","67953900",""
"Kyrgyzstan ","Soms","2520 Plastic products","2007","Wages and salaries paid to employees","55158000",""
"Kyrgyzstan ","Soms","2610 Glass and glass products","2010","Wages and salaries paid to employees","39804400",""
"Kyrgyzstan ","Soms","2610 Glass and glass products","2009","Wages and salaries paid to employees","33524600",""
"Kyrgyzstan ","Soms","2610 Glass and glass products","2008","Wages and salaries paid to employees","152794700",""
"Kyrgyzstan ","Soms","2610 Glass and glass products","2007","Wages and salaries paid to employees","147882000",""
"Kyrgyzstan ","Soms","269 Non-metallic mineral products n.e.c.","2010","Wages and salaries paid to employees","660323000",""
"Kyrgyzstan ","Soms","269 Non-metallic mineral products n.e.c.","2009","Wages and salaries paid to employees","577438500",""
"Kyrgyzstan ","Soms","269 Non-metallic mineral products n.e.c.","2008","Wages and salaries paid to employees","651330900",""
"Kyrgyzstan ","Soms","269 Non-metallic mineral products n.e.c.","2007","Wages and salaries paid to employees","569346300",""
"Kyrgyzstan ","Soms","2691 Pottery, china and earthenware","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2691 Pottery, china and earthenware","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2691 Pottery, china and earthenware","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2691 Pottery, china and earthenware","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2692 Refractory ceramic products","2010","Wages and salaries paid to employees","1801700",""
"Kyrgyzstan ","Soms","2692 Refractory ceramic products","2009","Wages and salaries paid to employees","3386000",""
"Kyrgyzstan ","Soms","2692 Refractory ceramic products","2008","Wages and salaries paid to employees","2857500",""
"Kyrgyzstan ","Soms","2692 Refractory ceramic products","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2693 Struct.non-refractory clay; ceramic products","2010","Wages and salaries paid to employees","52450300",""
"Kyrgyzstan ","Soms","2693 Struct.non-refractory clay; ceramic products","2009","Wages and salaries paid to employees","54261600",""
"Kyrgyzstan ","Soms","2693 Struct.non-refractory clay; ceramic products","2008","Wages and salaries paid to employees","109468100",""
"Kyrgyzstan ","Soms","2693 Struct.non-refractory clay; ceramic products","2007","Wages and salaries paid to employees","136920500",""
"Kyrgyzstan ","Soms","2694 Cement, lime and plaster","2010","Wages and salaries paid to employees","296898100",""
"Kyrgyzstan ","Soms","2694 Cement, lime and plaster","2009","Wages and salaries paid to employees","254091400",""
"Kyrgyzstan ","Soms","2694 Cement, lime and plaster","2008","Wages and salaries paid to employees","249731400",""
"Kyrgyzstan ","Soms","2694 Cement, lime and plaster","2007","Wages and salaries paid to employees","247901500",""
"Kyrgyzstan ","Soms","2695 Articles of concrete, cement and plaster","2010","Wages and salaries paid to employees","266891400",""
"Kyrgyzstan ","Soms","2695 Articles of concrete, cement and plaster","2009","Wages and salaries paid to employees","223312300",""
"Kyrgyzstan ","Soms","2695 Articles of concrete, cement and plaster","2008","Wages and salaries paid to employees","257164100",""
"Kyrgyzstan ","Soms","2695 Articles of concrete, cement and plaster","2007","Wages and salaries paid to employees","157466800",""
"Kyrgyzstan ","Soms","2696 Cutting, shaping & finishing of stone","2010","Wages and salaries paid to employees","25996100",""
"Kyrgyzstan ","Soms","2696 Cutting, shaping & finishing of stone","2009","Wages and salaries paid to employees","27906500",""
"Kyrgyzstan ","Soms","2696 Cutting, shaping & finishing of stone","2008","Wages and salaries paid to employees","21601200",""
"Kyrgyzstan ","Soms","2696 Cutting, shaping & finishing of stone","2007","Wages and salaries paid to employees","19140400",""
"Kyrgyzstan ","Soms","2699 Other non-metallic mineral products n.e.c.","2010","Wages and salaries paid to employees","16285400",""
"Kyrgyzstan ","Soms","2699 Other non-metallic mineral products n.e.c.","2009","Wages and salaries paid to employees","14480700",""
"Kyrgyzstan ","Soms","2699 Other non-metallic mineral products n.e.c.","2008","Wages and salaries paid to employees","10508600",""
"Kyrgyzstan ","Soms","2699 Other non-metallic mineral products n.e.c.","2007","Wages and salaries paid to employees","7917100",""
"Kyrgyzstan ","Soms","2710 Basic iron and steel","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2710 Basic iron and steel","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2710 Basic iron and steel","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2710 Basic iron and steel","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2720 Basic precious and non-ferrous metals","2010","Wages and salaries paid to employees","3561326200",""
"Kyrgyzstan ","Soms","2720 Basic precious and non-ferrous metals","2009","Wages and salaries paid to employees","3189387200",""
"Kyrgyzstan ","Soms","2720 Basic precious and non-ferrous metals","2008","Wages and salaries paid to employees","2401734300",""
"Kyrgyzstan ","Soms","2720 Basic precious and non-ferrous metals","2007","Wages and salaries paid to employees","2130999200",""
"Kyrgyzstan ","Soms","273 Casting of metals","2010","Wages and salaries paid to employees","6452600",""
"Kyrgyzstan ","Soms","273 Casting of metals","2009","Wages and salaries paid to employees","2141500",""
"Kyrgyzstan ","Soms","273 Casting of metals","2008","Wages and salaries paid to employees","2163000",""
"Kyrgyzstan ","Soms","273 Casting of metals","2007","Wages and salaries paid to employees","4439300",""
"Kyrgyzstan ","Soms","2731 Casting of iron and steel","2010","Wages and salaries paid to employees","6452600",""
"Kyrgyzstan ","Soms","2731 Casting of iron and steel","2009","Wages and salaries paid to employees","2141500",""
"Kyrgyzstan ","Soms","2731 Casting of iron and steel","2008","Wages and salaries paid to employees","2163000",""
"Kyrgyzstan ","Soms","2731 Casting of iron and steel","2007","Wages and salaries paid to employees","4439300",""
"Kyrgyzstan ","Soms","2732 Casting of non-ferrous metals","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2732 Casting of non-ferrous metals","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2732 Casting of non-ferrous metals","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2732 Casting of non-ferrous metals","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","281 Struct.metal products;tanks;steam generators","2010","Wages and salaries paid to employees","60955900",""
"Kyrgyzstan ","Soms","281 Struct.metal products;tanks;steam generators","2009","Wages and salaries paid to employees","61261000",""
"Kyrgyzstan ","Soms","281 Struct.metal products;tanks;steam generators","2008","Wages and salaries paid to employees","58501100",""
"Kyrgyzstan ","Soms","281 Struct.metal products;tanks;steam generators","2007","Wages and salaries paid to employees","39644000",""
"Kyrgyzstan ","Soms","2811 Structural metal products","2010","Wages and salaries paid to employees","55685000",""
"Kyrgyzstan ","Soms","2811 Structural metal products","2009","Wages and salaries paid to employees","56180500",""
"Kyrgyzstan ","Soms","2811 Structural metal products","2008","Wages and salaries paid to employees","53328200",""
"Kyrgyzstan ","Soms","2811 Structural metal products","2007","Wages and salaries paid to employees","36250600",""
"Kyrgyzstan ","Soms","2812 Tanks, reservoirs and containers of metal","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2812 Tanks, reservoirs and containers of metal","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2812 Tanks, reservoirs and containers of metal","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2812 Tanks, reservoirs and containers of metal","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2813 Steam generators","2010","Wages and salaries paid to employees","5270900",""
"Kyrgyzstan ","Soms","2813 Steam generators","2009","Wages and salaries paid to employees","5080500",""
"Kyrgyzstan ","Soms","2813 Steam generators","2008","Wages and salaries paid to employees","5172900",""
"Kyrgyzstan ","Soms","2813 Steam generators","2007","Wages and salaries paid to employees","3393400",""
"Kyrgyzstan ","Soms","289 Other metal products; metal working services","2010","Wages and salaries paid to employees","41966100",""
"Kyrgyzstan ","Soms","289 Other metal products; metal working services","2009","Wages and salaries paid to employees","44067500",""
"Kyrgyzstan ","Soms","289 Other metal products; metal working services","2008","Wages and salaries paid to employees","46267000",""
"Kyrgyzstan ","Soms","289 Other metal products; metal working services","2007","Wages and salaries paid to employees","42848400",""
"Kyrgyzstan ","Soms","2891 Metal forging/pressing/stamping/roll-forming","2010","Wages and salaries paid to employees","4046600",""
"Kyrgyzstan ","Soms","2891 Metal forging/pressing/stamping/roll-forming","2009","Wages and salaries paid to employees","4112300",""
"Kyrgyzstan ","Soms","2891 Metal forging/pressing/stamping/roll-forming","2008","Wages and salaries paid to employees","4717600",""
"Kyrgyzstan ","Soms","2891 Metal forging/pressing/stamping/roll-forming","2007","Wages and salaries paid to employees","4011900",""
"Kyrgyzstan ","Soms","2892 Treatment & coating of metals","2010","Wages and salaries paid to employees","21238000",""
"Kyrgyzstan ","Soms","2892 Treatment & coating of metals","2009","Wages and salaries paid to employees","970000",""
"Kyrgyzstan ","Soms","2892 Treatment & coating of metals","2008","Wages and salaries paid to employees","866500",""
"Kyrgyzstan ","Soms","2892 Treatment & coating of metals","2007","Wages and salaries paid to employees","635700",""
"Kyrgyzstan ","Soms","2893 Cutlery, hand tools and general hardware","2010","Wages and salaries paid to employees","3971600",""
"Kyrgyzstan ","Soms","2893 Cutlery, hand tools and general hardware","2009","Wages and salaries paid to employees","7561100",""
"Kyrgyzstan ","Soms","2893 Cutlery, hand tools and general hardware","2008","Wages and salaries paid to employees","8636600",""
"Kyrgyzstan ","Soms","2893 Cutlery, hand tools and general hardware","2007","Wages and salaries paid to employees","9355300",""
"Kyrgyzstan ","Soms","2899 Other fabricated metal products n.e.c.","2010","Wages and salaries paid to employees","12709900",""
"Kyrgyzstan ","Soms","2899 Other fabricated metal products n.e.c.","2009","Wages and salaries paid to employees","31424100",""
"Kyrgyzstan ","Soms","2899 Other fabricated metal products n.e.c.","2008","Wages and salaries paid to employees","32046300",""
"Kyrgyzstan ","Soms","2899 Other fabricated metal products n.e.c.","2007","Wages and salaries paid to employees","28845500",""
"Kyrgyzstan ","Soms","291 General purpose machinery","2010","Wages and salaries paid to employees","11474000",""
"Kyrgyzstan ","Soms","291 General purpose machinery","2009","Wages and salaries paid to employees","12142300",""
"Kyrgyzstan ","Soms","291 General purpose machinery","2008","Wages and salaries paid to employees","11391700",""
"Kyrgyzstan ","Soms","291 General purpose machinery","2007","Wages and salaries paid to employees","8974400",""
"Kyrgyzstan ","Soms","2911 Engines & turbines (not for transport equipment)","2010","Wages and salaries paid to employees","86200",""
"Kyrgyzstan ","Soms","2911 Engines & turbines (not for transport equipment)","2009","Wages and salaries paid to employees","251900",""
"Kyrgyzstan ","Soms","2911 Engines & turbines (not for transport equipment)","2008","Wages and salaries paid to employees","226400",""
"Kyrgyzstan ","Soms","2911 Engines & turbines (not for transport equipment)","2007","Wages and salaries paid to employees","577700",""
"Kyrgyzstan ","Soms","2912 Pumps, compressors, taps and valves","2010","Wages and salaries paid to employees","2736100",""
"Kyrgyzstan ","Soms","2912 Pumps, compressors, taps and valves","2009","Wages and salaries paid to employees","2808400",""
"Kyrgyzstan ","Soms","2912 Pumps, compressors, taps and valves","2008","Wages and salaries paid to employees","2747800",""
"Kyrgyzstan ","Soms","2912 Pumps, compressors, taps and valves","2007","Wages and salaries paid to employees","2365100",""
"Kyrgyzstan ","Soms","2913 Bearings, gears, gearing & driving elements","2010","Wages and salaries paid to employees","184100",""
"Kyrgyzstan ","Soms","2913 Bearings, gears, gearing & driving elements","2009","Wages and salaries paid to employees","362400",""
"Kyrgyzstan ","Soms","2913 Bearings, gears, gearing & driving elements","2008","Wages and salaries paid to employees","927500",""
"Kyrgyzstan ","Soms","2913 Bearings, gears, gearing & driving elements","2007","Wages and salaries paid to employees","1381000",""
"Kyrgyzstan ","Soms","2914 Ovens, furnaces and furnace burners","2008","Wages and salaries paid to employees","70000",""
"Kyrgyzstan ","Soms","2914 Ovens, furnaces and furnace burners","2007","Wages and salaries paid to employees","16800",""
"Kyrgyzstan ","Soms","2915 Lifting and handling equipment","2010","Wages and salaries paid to employees","1001300",""
"Kyrgyzstan ","Soms","2915 Lifting and handling equipment","2009","Wages and salaries paid to employees","819700",""
"Kyrgyzstan ","Soms","2915 Lifting and handling equipment","2008","Wages and salaries paid to employees","468100",""
"Kyrgyzstan ","Soms","2915 Lifting and handling equipment","2007","Wages and salaries paid to employees","85300",""
"Kyrgyzstan ","Soms","2919 Other general purpose machinery","2010","Wages and salaries paid to employees","7466300",""
"Kyrgyzstan ","Soms","2919 Other general purpose machinery","2009","Wages and salaries paid to employees","7899900",""
"Kyrgyzstan ","Soms","2919 Other general purpose machinery","2008","Wages and salaries paid to employees","6951900",""
"Kyrgyzstan ","Soms","2919 Other general purpose machinery","2007","Wages and salaries paid to employees","4548500",""
"Kyrgyzstan ","Soms","292 Special purpose machinery","2010","Wages and salaries paid to employees","268105900",""
"Kyrgyzstan ","Soms","292 Special purpose machinery","2009","Wages and salaries paid to employees","271006700",""
"Kyrgyzstan ","Soms","292 Special purpose machinery","2008","Wages and salaries paid to employees","283432300",""
"Kyrgyzstan ","Soms","292 Special purpose machinery","2007","Wages and salaries paid to employees","219433400",""
"Kyrgyzstan ","Soms","2921 Agricultural and forestry machinery","2010","Wages and salaries paid to employees","23006500",""
"Kyrgyzstan ","Soms","2921 Agricultural and forestry machinery","2009","Wages and salaries paid to employees","15851900",""
"Kyrgyzstan ","Soms","2921 Agricultural and forestry machinery","2008","Wages and salaries paid to employees","16096700",""
"Kyrgyzstan ","Soms","2921 Agricultural and forestry machinery","2007","Wages and salaries paid to employees","14865400",""
"Kyrgyzstan ","Soms","2922 Machine tools","2010","Wages and salaries paid to employees","1941700",""
"Kyrgyzstan ","Soms","2922 Machine tools","2009","Wages and salaries paid to employees","1853300",""
"Kyrgyzstan ","Soms","2922 Machine tools","2008","Wages and salaries paid to employees","1197400",""
"Kyrgyzstan ","Soms","2922 Machine tools","2007","Wages and salaries paid to employees","1246200",""
"Kyrgyzstan ","Soms","2923 Machinery for metallurgy","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2923 Machinery for metallurgy","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2923 Machinery for metallurgy","2008","Wages and salaries paid to employees","0",""
