"Country or Area","Currency","ISIC Rev 3","Year","Measure","Value","Value Footnotes"
"Australia ","Dollars","2222 Service activities related to printing","2011","Wages and salaries paid to employees","86000000",""
"Australia ","Dollars","2222 Service activities related to printing","2010","Wages and salaries paid to employees","93000000",""
"Australia ","Dollars","2222 Service activities related to printing","2009","Wages and salaries paid to employees","105000000",""
"Australia ","Dollars","2222 Service activities related to printing","2008","Wages and salaries paid to employees","96000000",""
"Australia ","Dollars","2222 Service activities related to printing","2007","Wages and salaries paid to employees","107000000",""
"Australia ","Dollars","2230 Reproduction of recorded media","2011","Wages and salaries paid to employees","128000000",""
"Australia ","Dollars","2230 Reproduction of recorded media","2010","Wages and salaries paid to employees","118000000",""
"Australia ","Dollars","2230 Reproduction of recorded media","2009","Wages and salaries paid to employees","130000000",""
"Australia ","Dollars","2230 Reproduction of recorded media","2008","Wages and salaries paid to employees","120000000",""
"Australia ","Dollars","2230 Reproduction of recorded media","2007","Wages and salaries paid to employees","98000000",""
"Australia ","Dollars","2310 Coke oven products","2011","Wages and salaries paid to employees","160000000",""
"Australia ","Dollars","2310 Coke oven products","2010","Wages and salaries paid to employees","165000000",""
"Australia ","Dollars","2310 Coke oven products","2009","Wages and salaries paid to employees","147000000",""
"Australia ","Dollars","2310 Coke oven products","2008","Wages and salaries paid to employees","130000000",""
"Australia ","Dollars","2310 Coke oven products","2007","Wages and salaries paid to employees","125000000",""
"Australia ","Dollars","2320 Refined petroleum products","2011","Wages and salaries paid to employees","426000000",""
"Australia ","Dollars","2320 Refined petroleum products","2010","Wages and salaries paid to employees","462000000",""
"Australia ","Dollars","2320 Refined petroleum products","2009","Wages and salaries paid to employees","635000000",""
"Australia ","Dollars","2320 Refined petroleum products","2008","Wages and salaries paid to employees","618000000",""
"Australia ","Dollars","2320 Refined petroleum products","2007","Wages and salaries paid to employees","578000000",""
"Australia ","Dollars","241 Basic chemicals","2011","Wages and salaries paid to employees","752000000",""
"Australia ","Dollars","241 Basic chemicals","2010","Wages and salaries paid to employees","778000000",""
"Australia ","Dollars","241 Basic chemicals","2009","Wages and salaries paid to employees","710000000",""
"Australia ","Dollars","241 Basic chemicals","2008","Wages and salaries paid to employees","633000000",""
"Australia ","Dollars","241 Basic chemicals","2007","Wages and salaries paid to employees","570000000",""
"Australia ","Dollars","2412 Fertilizers and nitrogen compounds","2011","Wages and salaries paid to employees","322000000",""
"Australia ","Dollars","2412 Fertilizers and nitrogen compounds","2010","Wages and salaries paid to employees","298000000",""
"Australia ","Dollars","2412 Fertilizers and nitrogen compounds","2009","Wages and salaries paid to employees","264000000",""
"Australia ","Dollars","2412 Fertilizers and nitrogen compounds","2008","Wages and salaries paid to employees","331000000",""
"Australia ","Dollars","2412 Fertilizers and nitrogen compounds","2007","Wages and salaries paid to employees","257000000",""
"Australia ","Dollars","2421 Pesticides and other agro-chemical products","2011","Wages and salaries paid to employees","124000000",""
"Australia ","Dollars","2421 Pesticides and other agro-chemical products","2010","Wages and salaries paid to employees","111000000",""
"Australia ","Dollars","2421 Pesticides and other agro-chemical products","2009","Wages and salaries paid to employees","106000000",""
"Australia ","Dollars","2421 Pesticides and other agro-chemical products","2008","Wages and salaries paid to employees","94000000",""
"Australia ","Dollars","2421 Pesticides and other agro-chemical products","2007","Wages and salaries paid to employees","97000000",""
"Australia ","Dollars","2423 Pharmaceuticals, medicinal chemicals, etc.","2011","Wages and salaries paid to employees","1339000000",""
"Australia ","Dollars","2423 Pharmaceuticals, medicinal chemicals, etc.","2010","Wages and salaries paid to employees","1309000000",""
"Australia ","Dollars","2423 Pharmaceuticals, medicinal chemicals, etc.","2009","Wages and salaries paid to employees","1158000000",""
"Australia ","Dollars","2423 Pharmaceuticals, medicinal chemicals, etc.","2008","Wages and salaries paid to employees","1074000000",""
"Australia ","Dollars","2423 Pharmaceuticals, medicinal chemicals, etc.","2007","Wages and salaries paid to employees","1009000000",""
"Australia ","Dollars","2424 Soap, cleaning & cosmetic preparations","2011","Wages and salaries paid to employees","465000000",""
"Australia ","Dollars","2424 Soap, cleaning & cosmetic preparations","2010","Wages and salaries paid to employees","452000000",""
"Australia ","Dollars","2424 Soap, cleaning & cosmetic preparations","2009","Wages and salaries paid to employees","436000000",""
"Australia ","Dollars","2424 Soap, cleaning & cosmetic preparations","2008","Wages and salaries paid to employees","431000000",""
"Australia ","Dollars","2424 Soap, cleaning & cosmetic preparations","2007","Wages and salaries paid to employees","466000000",""
"Australia ","Dollars","2429 Other chemical products n.e.c.","2011","Wages and salaries paid to employees","368000000",""
"Australia ","Dollars","2429 Other chemical products n.e.c.","2010","Wages and salaries paid to employees","328000000",""
"Australia ","Dollars","2429 Other chemical products n.e.c.","2009","Wages and salaries paid to employees","277000000",""
"Australia ","Dollars","2429 Other chemical products n.e.c.","2008","Wages and salaries paid to employees","221000000",""
"Australia ","Dollars","2429 Other chemical products n.e.c.","2007","Wages and salaries paid to employees","215000000",""
"Australia ","Dollars","251 Rubber products","2011","Wages and salaries paid to employees","155000000",""
"Australia ","Dollars","251 Rubber products","2010","Wages and salaries paid to employees","158000000",""
"Australia ","Dollars","251 Rubber products","2009","Wages and salaries paid to employees","144000000",""
"Australia ","Dollars","251 Rubber products","2008","Wages and salaries paid to employees","171000000",""
"Australia ","Dollars","251 Rubber products","2007","Wages and salaries paid to employees","156000000",""
"Australia ","Dollars","2520 Plastic products","2011","Wages and salaries paid to employees","2598000000",""
"Australia ","Dollars","2520 Plastic products","2010","Wages and salaries paid to employees","2606000000",""
"Australia ","Dollars","2520 Plastic products","2009","Wages and salaries paid to employees","2605000000",""
"Australia ","Dollars","2520 Plastic products","2008","Wages and salaries paid to employees","2701000000",""
"Australia ","Dollars","2520 Plastic products","2007","Wages and salaries paid to employees","2681000000",""
"Australia ","Dollars","2610 Glass and glass products","2011","Wages and salaries paid to employees","687000000",""
"Australia ","Dollars","2610 Glass and glass products","2010","Wages and salaries paid to employees","691000000",""
"Australia ","Dollars","2610 Glass and glass products","2009","Wages and salaries paid to employees","695000000",""
"Australia ","Dollars","2610 Glass and glass products","2008","Wages and salaries paid to employees","340000000",""
"Australia ","Dollars","2610 Glass and glass products","2007","Wages and salaries paid to employees","405000000",""
"Australia ","Dollars","2693 Struct.non-refractory clay; ceramic products","2011","Wages and salaries paid to employees","270000000",""
"Australia ","Dollars","2693 Struct.non-refractory clay; ceramic products","2010","Wages and salaries paid to employees","286000000",""
"Australia ","Dollars","2693 Struct.non-refractory clay; ceramic products","2009","Wages and salaries paid to employees","358000000",""
"Australia ","Dollars","2693 Struct.non-refractory clay; ceramic products","2008","Wages and salaries paid to employees","333000000",""
"Australia ","Dollars","2693 Struct.non-refractory clay; ceramic products","2007","Wages and salaries paid to employees","338000000",""
"Australia ","Dollars","2694 Cement, lime and plaster","2011","Wages and salaries paid to employees","1481000000","15"
"Australia ","Dollars","2694 Cement, lime and plaster","2010","Wages and salaries paid to employees","1372000000","15"
"Australia ","Dollars","2694 Cement, lime and plaster","2009","Wages and salaries paid to employees","1355000000","15"
"Australia ","Dollars","2694 Cement, lime and plaster","2008","Wages and salaries paid to employees","1561000000","15"
"Australia ","Dollars","2694 Cement, lime and plaster","2007","Wages and salaries paid to employees","1537000000","15"
"Australia ","Dollars","2699 Other non-metallic mineral products n.e.c.","2011","Wages and salaries paid to employees","274000000",""
"Australia ","Dollars","2699 Other non-metallic mineral products n.e.c.","2010","Wages and salaries paid to employees","340000000",""
"Australia ","Dollars","2699 Other non-metallic mineral products n.e.c.","2009","Wages and salaries paid to employees","357000000",""
"Australia ","Dollars","2699 Other non-metallic mineral products n.e.c.","2008","Wages and salaries paid to employees","323000000",""
"Australia ","Dollars","2699 Other non-metallic mineral products n.e.c.","2007","Wages and salaries paid to employees","336000000",""
"Australia ","Dollars","2710 Basic iron and steel","2011","Wages and salaries paid to employees","1588000000",""
"Australia ","Dollars","2710 Basic iron and steel","2010","Wages and salaries paid to employees","1607000000",""
"Australia ","Dollars","2710 Basic iron and steel","2009","Wages and salaries paid to employees","1762000000",""
"Australia ","Dollars","2710 Basic iron and steel","2008","Wages and salaries paid to employees","1744000000",""
