Region/Country/Area,,Year,Series,Value,Footnotes,Source,,,,
417,Kyrgyzstan,2018,Gross domestic expenditure on R & D: Funds from abroad (%),4.3,Excluding private non-profit.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
417,Kyrgyzstan,2018,Gross domestic expenditure on R & D: Not distributed (%),0.6,Excluding private non-profit.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
418,Lao People's Dem. Rep.,2002,Gross domestic expenditure on R & D: as a percentage of GDP (%),0,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
418,Lao People's Dem. Rep.,2002,Gross domestic expenditure on R & D: Business enterprises (%),36,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
418,Lao People's Dem. Rep.,2002,Gross domestic expenditure on R & D: Government (%),8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
418,Lao People's Dem. Rep.,2002,Gross domestic expenditure on R & D: Higher education (%),2,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
418,Lao People's Dem. Rep.,2002,Gross domestic expenditure on R & D: Funds from abroad (%),54,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2005,Gross domestic expenditure on R & D: Business enterprises (%),34.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2005,Gross domestic expenditure on R & D: Government (%),46,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2005,Gross domestic expenditure on R & D: Higher education (%),1.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2005,Gross domestic expenditure on R & D: Funds from abroad (%),18.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2010,Gross domestic expenditure on R & D: Business enterprises (%),38.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2010,Gross domestic expenditure on R & D: Government (%),26.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2010,Gross domestic expenditure on R & D: Higher education (%),1.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2010,Gross domestic expenditure on R & D: Funds from abroad (%),33.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2015,Gross domestic expenditure on R & D: Business enterprises (%),20,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2015,Gross domestic expenditure on R & D: Government (%),32.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2015,Gross domestic expenditure on R & D: Higher education (%),2.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2015,Gross domestic expenditure on R & D: Funds from abroad (%),45,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2017,Gross domestic expenditure on R & D: Business enterprises (%),24.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2017,Gross domestic expenditure on R & D: Government (%),43.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2017,Gross domestic expenditure on R & D: Higher education (%),2.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2017,Gross domestic expenditure on R & D: Funds from abroad (%),29.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
428,Latvia,2018,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2004,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2009,Gross domestic expenditure on R & D: as a percentage of GDP (%),0,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2009,Gross domestic expenditure on R & D: Business enterprises (%),3.4,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2009,Gross domestic expenditure on R & D: Government (%),15,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2009,Gross domestic expenditure on R & D: Higher education (%),2.8,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2009,Gross domestic expenditure on R & D: Not distributed (%),78.9,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2011,Gross domestic expenditure on R & D: as a percentage of GDP (%),0,Partial data.,Higher Education only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
426,Lesotho,2011,Gross domestic expenditure on R & D: Higher education (%),44.7,Partial data.,Including Government.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
426,Lesotho,2011,Gross domestic expenditure on R & D: Funds from abroad (%),3.4,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2011,Gross domestic expenditure on R & D: Not distributed (%),51.9,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
426,Lesotho,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1,Excluding private non-profit.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
426,Lesotho,2015,Gross domestic expenditure on R & D: Business enterprises (%),0.8,Excluding private non-profit.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
426,Lesotho,2015,Gross domestic expenditure on R & D: Government (%),91.1,Excluding private non-profit.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
426,Lesotho,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.3,Excluding private non-profit.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
426,Lesotho,2015,Gross domestic expenditure on R & D: Funds from abroad (%),7.8,Excluding private non-profit.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
440,Lithuania,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2005,Gross domestic expenditure on R & D: Business enterprises (%),20.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2005,Gross domestic expenditure on R & D: Government (%),62.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2005,Gross domestic expenditure on R & D: Higher education (%),5.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2005,Gross domestic expenditure on R & D: Funds from abroad (%),10.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2010,Gross domestic expenditure on R & D: Business enterprises (%),32.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2010,Gross domestic expenditure on R & D: Government (%),46,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2010,Gross domestic expenditure on R & D: Higher education (%),1.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2010,Gross domestic expenditure on R & D: Private non-profit (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2010,Gross domestic expenditure on R & D: Funds from abroad (%),19.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2015,Gross domestic expenditure on R & D: Business enterprises (%),28.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2015,Gross domestic expenditure on R & D: Government (%),35.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2015,Gross domestic expenditure on R & D: Higher education (%),1.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2015,Gross domestic expenditure on R & D: Funds from abroad (%),34.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2017,Gross domestic expenditure on R & D: Business enterprises (%),35.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2017,Gross domestic expenditure on R & D: Government (%),36.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2017,Gross domestic expenditure on R & D: Higher education (%),3.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2017,Gross domestic expenditure on R & D: Private non-profit (%),0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2017,Gross domestic expenditure on R & D: Funds from abroad (%),24.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
440,Lithuania,2018,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.9,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2005,Gross domestic expenditure on R & D: Business enterprises (%),79.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2005,Gross domestic expenditure on R & D: Government (%),16.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2005,Gross domestic expenditure on R & D: Higher education (%),0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2005,Gross domestic expenditure on R & D: Funds from abroad (%),3.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2010,Gross domestic expenditure on R & D: Business enterprises (%),43.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2010,Gross domestic expenditure on R & D: Government (%),35.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2010,Gross domestic expenditure on R & D: Higher education (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2010,Gross domestic expenditure on R & D: Private non-profit (%),0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2010,Gross domestic expenditure on R & D: Funds from abroad (%),20.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2015,Gross domestic expenditure on R & D: Business enterprises (%),47.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2015,Gross domestic expenditure on R & D: Government (%),47.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2015,Gross domestic expenditure on R & D: Higher education (%),1.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2015,Gross domestic expenditure on R & D: Funds from abroad (%),3.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2017,Gross domestic expenditure on R & D: Business enterprises (%),49.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2017,Gross domestic expenditure on R & D: Government (%),43.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2017,Gross domestic expenditure on R & D: Higher education (%),1.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2017,Gross domestic expenditure on R & D: Private non-profit (%),0.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2017,Gross domestic expenditure on R & D: Funds from abroad (%),5.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
442,Luxembourg,2018,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2005,Gross domestic expenditure on R & D: Government (%),89.8,Including higher education.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2005,Gross domestic expenditure on R & D: Funds from abroad (%),10.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2009,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2009,Gross domestic expenditure on R & D: Government (%),89.4,Including higher education.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2009,Gross domestic expenditure on R & D: Funds from abroad (%),10.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2010,Gross domestic expenditure on R & D: Government (%),100,Break in the time series.,Including higher education.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
450,Madagascar,2011,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2011,Gross domestic expenditure on R & D: Government (%),100,Including Government.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
450,Madagascar,2014,Gross domestic expenditure on R & D: as a percentage of GDP (%),0,Break in the time series.,Partial data.,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,
450,Madagascar,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),0,Partial data.,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
458,Malaysia,2004,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2004,Gross domestic expenditure on R & D: Business enterprises (%),71.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2004,Gross domestic expenditure on R & D: Government (%),21.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2004,Gross domestic expenditure on R & D: Higher education (%),6.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2004,Gross domestic expenditure on R & D: Funds from abroad (%),0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2010,Gross domestic expenditure on R & D: Business enterprises (%),59.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2010,Gross domestic expenditure on R & D: Government (%),36.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2010,Gross domestic expenditure on R & D: Higher education (%),3.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2010,Gross domestic expenditure on R & D: Funds from abroad (%),0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2010,Gross domestic expenditure on R & D: Not distributed (%),0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2015,Gross domestic expenditure on R & D: Business enterprises (%),49.6,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2015,Gross domestic expenditure on R & D: Government (%),35.8,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2015,Gross domestic expenditure on R & D: Higher education (%),7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2015,Gross domestic expenditure on R & D: Funds from abroad (%),1.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2015,Gross domestic expenditure on R & D: Not distributed (%),6,Break in the time series.,Including other classes.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
458,Malaysia,2018,Gross domestic expenditure on R & D: as a percentage of GDP (%),1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
