Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source,,
258,French Polynesia,2005,Exports FOB (millions of US dollars),S,,210,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2010,Exports FOB (millions of US dollars),S,,153,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2015,Exports FOB (millions of US dollars),S,,130,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2018,Exports FOB (millions of US dollars),S,,148,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2019,Exports FOB (millions of US dollars),S,,133,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2020,Exports FOB (millions of US dollars),S,,71,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,1995,Balance imports/exports (millions of US dollars),S,,-675,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2005,Balance imports/exports (millions of US dollars),S,,-1491,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2010,Balance imports/exports (millions of US dollars),S,,-1573,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2015,Balance imports/exports (millions of US dollars),S,,-1397,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2018,Balance imports/exports (millions of US dollars),S,,-2089,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2019,Balance imports/exports (millions of US dollars),S,,-1969,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
258,French Polynesia,2020,Balance imports/exports (millions of US dollars),S,,-1630,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,1995,Imports CIF (millions of US dollars),S,,884,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2005,Imports CIF (millions of US dollars),S,,1451,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2010,Imports CIF (millions of US dollars),S,,2969,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2015,Imports CIF (millions of US dollars),S,,2938,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2018,Imports CIF (millions of US dollars),S,,2402,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2019,Imports CIF (millions of US dollars),S,,2473,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2020,Imports CIF (millions of US dollars),S,,2562,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,1995,Exports FOB (millions of US dollars),S,,2718,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2005,Exports FOB (millions of US dollars),S,,5068,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2010,Exports FOB (millions of US dollars),S,,8539,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2015,Exports FOB (millions of US dollars),S,,5677,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2018,Exports FOB (millions of US dollars),S,,6968,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2019,Exports FOB (millions of US dollars),S,,8936,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2020,Exports FOB (millions of US dollars),S,,11514,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,1995,Balance imports/exports (millions of US dollars),S,,1834,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2005,Balance imports/exports (millions of US dollars),S,,3617,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2010,Balance imports/exports (millions of US dollars),S,,5570,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2015,Balance imports/exports (millions of US dollars),S,,2739,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2018,Balance imports/exports (millions of US dollars),S,,4566,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2019,Balance imports/exports (millions of US dollars),S,,6463,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
266,Gabon,2020,Balance imports/exports (millions of US dollars),S,,8952,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,1995,Imports CIF (millions of US dollars),G,,215,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2005,Imports CIF (millions of US dollars),G,,260,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2010,Imports CIF (millions of US dollars),G,,284,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2015,Imports CIF (millions of US dollars),G,,391,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2018,Imports CIF (millions of US dollars),G,,466,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2019,Imports CIF (millions of US dollars),G,,494,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2020,Imports CIF (millions of US dollars),G,,553,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,1995,Exports FOB (millions of US dollars),G,,19,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2005,Exports FOB (millions of US dollars),G,,7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2010,Exports FOB (millions of US dollars),G,,68,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2015,Exports FOB (millions of US dollars),G,,83,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2018,Exports FOB (millions of US dollars),G,,11,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2019,Exports FOB (millions of US dollars),G,,25,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2020,Exports FOB (millions of US dollars),G,,26,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,1995,Balance imports/exports (millions of US dollars),G,,-196,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2005,Balance imports/exports (millions of US dollars),G,,-252,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2010,Balance imports/exports (millions of US dollars),G,,-215,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2015,Balance imports/exports (millions of US dollars),G,,-308,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2018,Balance imports/exports (millions of US dollars),G,,-455,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2019,Balance imports/exports (millions of US dollars),G,,-469,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
270,Gambia,2020,Balance imports/exports (millions of US dollars),G,,-527,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,1995,Imports CIF (millions of US dollars),G,,396,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2005,Imports CIF (millions of US dollars),G,,2490,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2010,Imports CIF (millions of US dollars),G,,5236,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2015,Imports CIF (millions of US dollars),G,,7281,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2018,Imports CIF (millions of US dollars),G,,9136,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2019,Imports CIF (millions of US dollars),G,,9517,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2020,Imports CIF (millions of US dollars),G,,8031,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,1995,Exports FOB (millions of US dollars),G,,152,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2005,Exports FOB (millions of US dollars),G,,865,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2010,Exports FOB (millions of US dollars),G,,1677,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2015,Exports FOB (millions of US dollars),G,,2205,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2018,Exports FOB (millions of US dollars),G,,3356,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2019,Exports FOB (millions of US dollars),G,,3798,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2020,Exports FOB (millions of US dollars),G,,3342,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,1995,Balance imports/exports (millions of US dollars),G,,-245,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2005,Balance imports/exports (millions of US dollars),G,,-1624,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2010,Balance imports/exports (millions of US dollars),G,,-3558,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2015,Balance imports/exports (millions of US dollars),G,,-5077,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2018,Balance imports/exports (millions of US dollars),G,,-5781,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2019,Balance imports/exports (millions of US dollars),G,,-5719,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
268,Georgia,2020,Balance imports/exports (millions of US dollars),G,,-4689,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,1995,Imports CIF (millions of US dollars),S,,464145,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2005,Imports CIF (millions of US dollars),S,,779819,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2010,Imports CIF (millions of US dollars),S,,1060672,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2015,Imports CIF (millions of US dollars),S,,1057536,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2018,Imports CIF (millions of US dollars),S,,1292726,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2019,Imports CIF (millions of US dollars),S,,1239897,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2020,Imports CIF (millions of US dollars),S,,1171421,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,1995,Exports FOB (millions of US dollars),S,,518224,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2005,Exports FOB (millions of US dollars),S,,977132,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2010,Exports FOB (millions of US dollars),S,,1267743,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2015,Exports FOB (millions of US dollars),S,,1328500,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2018,Exports FOB (millions of US dollars),S,,1562419,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2019,Exports FOB (millions of US dollars),S,,1493267,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2020,Exports FOB (millions of US dollars),S,,1382851,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,1995,Balance imports/exports (millions of US dollars),S,,54079,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2005,Balance imports/exports (millions of US dollars),S,,197313,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2010,Balance imports/exports (millions of US dollars),S,,207071,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2015,Balance imports/exports (millions of US dollars),S,,270964,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2018,Balance imports/exports (millions of US dollars),S,,269693,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2019,Balance imports/exports (millions of US dollars),S,,253369,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
276,Germany,2020,Balance imports/exports (millions of US dollars),S,,211430,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,1995,Imports CIF (millions of US dollars),G,,1897,"Estimate.;Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2005,Imports CIF (millions of US dollars),G,,4878,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2010,Imports CIF (millions of US dollars),G,,8057,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2015,Imports CIF (millions of US dollars),G,,14687,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2018,Imports CIF (millions of US dollars),G,,11880,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2019,Imports CIF (millions of US dollars),G,,10440,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2020,Imports CIF (millions of US dollars),G,,9252,"Estimate.;Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,1995,Exports FOB (millions of US dollars),G,,1755,"Estimate.;Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2005,Exports FOB (millions of US dollars),G,,3060,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2010,Exports FOB (millions of US dollars),G,,5233,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2015,Exports FOB (millions of US dollars),G,,13756,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2018,Exports FOB (millions of US dollars),G,,17100,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2019,Exports FOB (millions of US dollars),G,,16768,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2020,Exports FOB (millions of US dollars),G,,16385,"Estimate.;Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,1995,Balance imports/exports (millions of US dollars),G,,-142,"Estimate.;Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2005,Balance imports/exports (millions of US dollars),G,,-1819,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2010,Balance imports/exports (millions of US dollars),G,,-2824,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2015,Balance imports/exports (millions of US dollars),G,,-932,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2018,Balance imports/exports (millions of US dollars),G,,5219,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2019,Balance imports/exports (millions of US dollars),G,,6328,"Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
288,Ghana,2020,Balance imports/exports (millions of US dollars),G,,7134,"Estimate.;Since 2011, Ghana have been exporting crude petroleum & natural gas in relatively larger quantities.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,1995,Imports CIF (millions of US dollars),,,408,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2005,Imports CIF (millions of US dollars),,,501,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2010,Imports CIF (millions of US dollars),,,627,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2015,Imports CIF (millions of US dollars),,,815,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2018,Imports CIF (millions of US dollars),,,1101,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2019,Imports CIF (millions of US dollars),,,1153,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2020,Imports CIF (millions of US dollars),,,1063,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,1995,Exports FOB (millions of US dollars),,,114,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2005,Exports FOB (millions of US dollars),,,195,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2010,Exports FOB (millions of US dollars),,,259,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2015,Exports FOB (millions of US dollars),,,295,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2018,Exports FOB (millions of US dollars),,,416,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2019,Exports FOB (millions of US dollars),,,436,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2020,Exports FOB (millions of US dollars),,,475,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,1995,Balance imports/exports (millions of US dollars),,,-294,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2005,Balance imports/exports (millions of US dollars),,,-306,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2010,Balance imports/exports (millions of US dollars),,,-368,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2015,Balance imports/exports (millions of US dollars),,,-520,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2018,Balance imports/exports (millions of US dollars),,,-685,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2019,Balance imports/exports (millions of US dollars),,,-717,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
292,Gibraltar,2020,Balance imports/exports (millions of US dollars),,,-588,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,1995,Imports CIF (millions of US dollars),S,,25805,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2005,Imports CIF (millions of US dollars),S,,54894,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2010,Imports CIF (millions of US dollars),S,,66453,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2015,Imports CIF (millions of US dollars),S,,47264,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2018,Imports CIF (millions of US dollars),S,,65141,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2019,Imports CIF (millions of US dollars),S,,62198,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2020,Imports CIF (millions of US dollars),S,,55534,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,1995,Exports FOB (millions of US dollars),S,,10896,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2005,Exports FOB (millions of US dollars),S,,17434,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2010,Exports FOB (millions of US dollars),S,,27586,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2015,Exports FOB (millions of US dollars),S,,28289,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2018,Exports FOB (millions of US dollars),S,,39491,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2019,Exports FOB (millions of US dollars),S,,37886,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2020,Exports FOB (millions of US dollars),S,,35070,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,1995,Balance imports/exports (millions of US dollars),S,,-14909,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2005,Balance imports/exports (millions of US dollars),S,,-37459,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
300,Greece,2010,Balance imports/exports (millions of US dollars),S,,-38867,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
