"Country or Area","Year","Unit","Value","Value Footnotes"
"Albania","2003","Thousand metric tons","0",""
"Albania","2002","Thousand metric tons","0",""
"Albania","2001","Thousand metric tons","0.2","1,2"
"Albania","2000","Thousand metric tons","0.206","1,2"
"Albania","1999","Thousand metric tons","0.45","1,2"
"Albania","1998","Thousand metric tons","0.4","1,2"
"Albania","1997","Thousand metric tons","0.385","2"
"Albania","1996","Thousand metric tons","0.685","2"
"Albania","1995","Thousand metric tons","0.599","2"
"Algeria","1997","Thousand metric tons","0","2"
"Algeria","1996","Thousand metric tons","0","2"
"Algeria","1995","Thousand metric tons","0","2"
"Angola","2016","Thousand metric tons","1.188612",""
"Angola","2015","Thousand metric tons","1.233",""
"Angola","2014","Thousand metric tons","1.826",""
"Angola","2013","Thousand metric tons","1.711",""
"Angola","2012","Thousand metric tons","1.715",""
"Angola","2011","Thousand metric tons","1.719",""
"Angola","2010","Thousand metric tons","1.723",""
"Angola","2009","Thousand metric tons","1.727",""
"Angola","2008","Thousand metric tons","1.731",""
"Angola","2007","Thousand metric tons","1.735",""
"Angola","2006","Thousand metric tons","1.739",""
"Angola","2005","Thousand metric tons","1.743",""
"Angola","2004","Thousand metric tons","1.747",""
"Angola","2003","Thousand metric tons","36.173","2"
"Angola","2002","Thousand metric tons","43.886","2"
"Angola","2001","Thousand metric tons","49","1,2"
"Angola","2000","Thousand metric tons","49.58","2"
"Angola","1999","Thousand metric tons","41.534","2"
"Angola","1998","Thousand metric tons","56.197","2"
"Angola","1997","Thousand metric tons","27.222","2"
"Angola","1996","Thousand metric tons","12.211","2"
"Angola","1995","Thousand metric tons","22.841","2"
"Antigua and Barbuda","1997","Thousand metric tons","1.203",""
"Antigua and Barbuda","1996","Thousand metric tons","1.022",""
"Argentina","2003","Thousand metric tons","276.537","2"
"Argentina","2002","Thousand metric tons","271.372","2"
"Argentina","2001","Thousand metric tons","224.516","2"
"Argentina","2000","Thousand metric tons","223.51","2"
"Argentina","1999","Thousand metric tons","256.075","2"
"Argentina","1998","Thousand metric tons","278.846","2"
"Argentina","1997","Thousand metric tons","364.691","2"
"Argentina","1996","Thousand metric tons","328.597","2"
"Argentina","1995","Thousand metric tons","373.833","2"
"Armenia","2016","Thousand metric tons","0.6786",""
"Armenia","2015","Thousand metric tons","0.0273",""
"Australia","2003","Thousand metric tons","17.332","2"
"Australia","2002","Thousand metric tons","19.327","2"
"Australia","2001","Thousand metric tons","16.387","2"
"Australia","2000","Thousand metric tons","16.913","2"
"Australia","1999","Thousand metric tons","19.451","2"
"Australia","1998","Thousand metric tons","16.62","2"
"Australia","1997","Thousand metric tons","12.127","2"
"Australia","1996","Thousand metric tons","8.994","2"
"Australia","1995","Thousand metric tons","13.714","2"
"Austria","1995","Thousand metric tons","0","2"
"Azerbaijan","2016","Mil. USD","1.94269479867463",""
"Azerbaijan","2016","Thousand metric tons","0.4238",""
"Azerbaijan","2015","Mil. USD","0.292807528859264",""
"Azerbaijan","2015","Thousand metric tons","0.3101",""
"Azerbaijan","2014","Mil. USD","1.27494509767673",""
"Azerbaijan","2014","Thousand metric tons","0.312",""
"Azerbaijan","2013","Mil. USD","0.382389156616178",""
"Azerbaijan","2013","Thousand metric tons","0.1628",""
"Azerbaijan","2012","Mil. USD","0.381851676458329",""
"Azerbaijan","2012","Thousand metric tons","0.1805",""
"Azerbaijan","2011","Mil. USD","1.13969294738163",""
"Azerbaijan","2011","Thousand metric tons","0.9669",""
"Azerbaijan","2010","Mil. USD","1.12129156176188",""
"Azerbaijan","2010","Thousand metric tons","0.6773",""
"Azerbaijan","2009","Mil. USD","1.19435171169677",""
"Azerbaijan","2009","Thousand metric tons","1.2298",""
"Azerbaijan","2008","Mil. USD","1.42401669837674",""
"Azerbaijan","2008","Thousand metric tons","1.2218",""
"Azerbaijan","2007","Mil. USD","1.68973286380159",""
"Azerbaijan","2007","Thousand metric tons","1.5392",""
"Azerbaijan","2006","Mil. USD","0.559631538594989",""
"Azerbaijan","2006","Thousand metric tons","0.8637",""
"Azerbaijan","2005","Mil. USD","0.658965688301825",""
"Azerbaijan","2005","Thousand metric tons","3.2696",""
"Azerbaijan","2004","Mil. USD","1.50606164371364",""
"Azerbaijan","2004","Thousand metric tons","2.651",""
"Azerbaijan","2003","Mil. USD","0.264726425602711",""
"Azerbaijan","2003","Thousand metric tons","1.1855",""
"Azerbaijan","2002","Mil. USD","0.42173946958547",""
"Azerbaijan","2002","Thousand metric tons","1.7546",""
"Azerbaijan","2001","Mil. USD","1.09522360815333",""
"Azerbaijan","2001","Thousand metric tons","1.7237",""
"Azerbaijan","2000","Mil. USD","0.290557739550189",""
"Azerbaijan","2000","Thousand metric tons","2.1424",""
"Azerbaijan","1999","Thousand metric tons","3.237",""
"Azerbaijan","1998","Thousand metric tons","2.411",""
"Azerbaijan","1997","Thousand metric tons","3.382",""
"Azerbaijan","1996","Thousand metric tons","2.909",""
"Azerbaijan","1995","Thousand metric tons","3.244",""
"Bahamas","2003","Thousand metric tons","0.03","1,2"
"Bahamas","2002","Thousand metric tons","0.03","1,2"
"Bahamas","2001","Thousand metric tons","0.032","2"
"Bahamas","2000","Thousand metric tons","0.027","2"
"Bahamas","1999","Thousand metric tons","0.036","2"
"Bahamas","1998","Thousand metric tons","0.049","2"
"Bahamas","1997","Thousand metric tons","0.068","2"
"Bahamas","1996","Thousand metric tons","0.052","2"
"Bahamas","1995","Thousand metric tons","0.061","2"
"Bahrain","2003","Thousand metric tons","0.715","2"
"Bahrain","2002","Thousand metric tons","0.735","2"
"Bahrain","2001","Thousand metric tons","0.318","2"
"Bahrain","2000","Thousand metric tons","0.158","2"
"Bahrain","1999","Thousand metric tons","0.446","2"
"Bahrain","1998","Thousand metric tons","0.576","2"
"Bahrain","1997","Thousand metric tons","0.172","2"
"Bahrain","1996","Thousand metric tons","0.248","2"
"Bahrain","1995","Thousand metric tons","0.158","2"
"Bangladesh","2003","Thousand metric tons","14.187","2"
"Bangladesh","2002","Thousand metric tons","13.534",""
"Bangladesh","2001","Thousand metric tons","13.778","2"
"Bangladesh","2000","Thousand metric tons","13.291","2"
"Bangladesh","1999","Thousand metric tons","12.419","2"
"Bangladesh","1998","Thousand metric tons","11.658","2"
"Bangladesh","1997","Thousand metric tons","11.21","2"
"Bangladesh","1996","Thousand metric tons","10.74","2"
"Bangladesh","1995","Thousand metric tons","9.267","2"
"Barbados","1997","Thousand metric tons","0","2"
"Barbados","1996","Thousand metric tons","0.024","2"
"Barbados","1995","Thousand metric tons","0.033","2"
"Belarus","2016","Thousand metric tons","1.506",""
"Belarus","2015","Thousand metric tons","2.732",""
"Belarus","2014","Thousand metric tons","4.347",""
"Belarus","2013","Thousand metric tons","3.031","3"
"Belarus","2012","Thousand metric tons","0.781",""
"Belarus","2011","Thousand metric tons","0.712",""
"Belarus","2010","Thousand metric tons","0.591",""
"Belarus","2009","Thousand metric tons","0.213",""
"Belarus","2008","Thousand metric tons","0.312",""
"Belarus","2007","Thousand metric tons","0.388",""
"Belarus","2006","Thousand metric tons","0.034",""
"Belarus","2005","Thousand metric tons","0.014",""
"Belarus","2004","Thousand metric tons","0.02",""
"Belarus","2003","Thousand metric tons","0.067",""
"Belarus","2002","Thousand metric tons","0.083",""
"Belarus","2001","Thousand metric tons","0.023",""
"Belarus","1997","Thousand metric tons","0.01",""
"Belarus","1996","Thousand metric tons","0.1",""
"Belarus","1995","Thousand metric tons","0.255","2"
"Belgium","2003","Thousand metric tons","5.8712","4"
"Belgium","2002","Thousand metric tons","5.6","4"
"Belgium","2001","Thousand metric tons","5.6814","4"
"Belgium","2000","Thousand metric tons","6.0319","4"
"Belgium","1999","Thousand metric tons","6.0636","4"
"Belgium","1998","Thousand metric tons","4.112","4"
"Belgium","1997","Thousand metric tons","4.042","4"
"Belgium","1996","Thousand metric tons","4.043","4"
"Belgium","1995","Thousand metric tons","4.257","4"
"Benin","2000","Thousand metric tons","34.76",""
"Benin","1999","Thousand metric tons","11.392",""
"Benin","1998","Thousand metric tons","42.139",""
"Bermuda","2003","Thousand metric tons","0.33","2"
"Bermuda","2002","Thousand metric tons","0.377",""
"Bermuda","2001","Thousand metric tons","0.29",""
"Bermuda","2000","Thousand metric tons","0.254","2"
"Bermuda","1999","Thousand metric tons","0.419","2"
"Bermuda","1998","Thousand metric tons","0.433","2"
"Bermuda","1997","Thousand metric tons","0.417","2"
"Bermuda","1996","Thousand metric tons","0.475","2"
"Bermuda","1995","Thousand metric tons","0.439","2"
"Bolivia (Plurinational State of)","1999","Mil. USD","0.344091448037174",""
"Bolivia (Plurinational State of)","1999","Thousand metric tons","0.077",""
"Bolivia (Plurinational State of)","1998","Mil. USD","0.362967623288003",""
"Bolivia (Plurinational State of)","1998","Thousand metric tons","0.078",""
"Bolivia (Plurinational State of)","1997","Mil. USD","0.380643636669305",""
"Bolivia (Plurinational State of)","1997","Thousand metric tons","0.075",""
"Bolivia (Plurinational State of)","1996","Mil. USD","0.394118762762674",""
"Bolivia (Plurinational State of)","1996","Thousand metric tons","0.066",""
"Bolivia (Plurinational State of)","1995","Mil. USD","0.416637010212814",""
"Bolivia (Plurinational State of)","1995","Thousand metric tons","0.073",""
"Bosnia and Herzegovina","2016","Mil. USD","3.07799552304887",""
"Bosnia and Herzegovina","2016","Thousand metric tons","0.474052",""
"Bosnia and Herzegovina","2014","Mil. USD","2.90333025391067",""
"Bosnia and Herzegovina","2014","Thousand metric tons","0.453733",""
"Brazil","2015","Mil. USD","217.160483714753",""
"Brazil","2015","Thousand metric tons","82.474",""
"Brazil","2014","Mil. USD","321.773062903792",""
"Brazil","2014","Thousand metric tons","124.13",""
"Brazil","2013","Mil. USD","323.100368404015",""
"Brazil","2013","Thousand metric tons","105.852",""
"Brazil","2012","Mil. USD","255.967544078429",""
"Brazil","2012","Thousand metric tons","87.33",""
"Brazil","2011","Mil. USD","179.924784989885",""
"Brazil","2011","Thousand metric tons","79.183",""
"Brazil","2010","Mil. USD","136.204806099166",""
"Brazil","2010","Thousand metric tons","73.624",""
"Brazil","2009","Mil. USD","114.632668019059",""
"Brazil","2009","Thousand metric tons","63.442",""
"Brazil","2008","Mil. USD","82.749802228564",""
"Brazil","2008","Thousand metric tons","52.164",""
"Brazil","2007","Mil. USD","74.847734402753",""
"Brazil","2007","Thousand metric tons","48.046",""
"Brazil","2006","Mil. USD","78.7017860918972",""
"Brazil","2006","Thousand metric tons","78.826",""
"Brazil","2005","Mil. USD","108.319198680323",""
"Brazil","2005","Thousand metric tons","103.199",""
"Brazil","2004","Mil. USD","64.9778787773807",""
"Brazil","2004","Thousand metric tons","62.972",""
"Brazil","2003","Mil. USD","46.0179429074316",""
"Brazil","2003","Thousand metric tons","48.407",""
"Brazil","2002","Mil. USD","47.3082517304683",""
"Brazil","2002","Thousand metric tons","55.995",""
"Brazil","2001","Mil. USD","36.3514964036406",""
"Brazil","2001","Thousand metric tons","49.061",""
"Brazil","2000","Mil. USD","26.3175643051312",""
"Brazil","2000","Thousand metric tons","33.672",""
"Brazil","1999","Thousand metric tons","51.955","5"
"Brazil","1998","Thousand metric tons","46.222","5"
"Brazil","1997","Thousand metric tons","47.411","5"
"Brazil","1996","Thousand metric tons","39.7","5"
"Brazil","1995","Thousand metric tons","52.489","5"
"Brunei Darussalam","2003","Thousand metric tons","2.227",""
"Brunei Darussalam","2002","Thousand metric tons","2.05865",""
"Brunei Darussalam","2001","Thousand metric tons","1.59799",""
"Brunei Darussalam","2000","Thousand metric tons","1.49042",""
"Brunei Darussalam","1999","Thousand metric tons","2.26207",""
"Brunei Darussalam","1998","Thousand metric tons","1.94637",""
"Bulgaria","2016","Mil. USD","5.65597530117485",""
"Bulgaria","2016","Thousand metric tons","2.375",""
"Bulgaria","2015","Mil. USD","7.36794377692133",""
"Bulgaria","2015","Thousand metric tons","3.612",""
"Bulgaria","2014","Mil. USD","8.14012133529194",""
"Bulgaria","2014","Thousand metric tons","3.558",""
"Bulgaria","2013","Mil. USD","8.82213223950457",""
"Bulgaria","2013","Thousand metric tons","3.938",""
"Bulgaria","2012","Mil. USD","8.54111218611765",""
"Bulgaria","2012","Thousand metric tons","4.217",""
"Bulgaria","2011","Mil. USD","9.24307480750499",""
"Bulgaria","2011","Thousand metric tons","4.551",""
"Bulgaria","2010","Mil. USD","10.5591498530631",""
"Bulgaria","2010","Thousand metric tons","5.01",""
"Bulgaria","2009","Mil. USD","11.3742054347375",""
"Bulgaria","2009","Thousand metric tons","4.817",""
"Bulgaria","2008","Mil. USD","12.7139242399691",""
"Bulgaria","2008","Thousand metric tons","5.029",""
"Bulgaria","2007","Mil. USD","9.0969525209055",""
"Bulgaria","2007","Thousand metric tons","4.108",""
"Bulgaria","2006","Mil. USD","5.77194407627516",""
"Bulgaria","2006","Thousand metric tons","2.852",""
"Bulgaria","2005","Mil. USD","6.35270201592412",""
"Bulgaria","2005","Thousand metric tons","3.973",""
"Bulgaria","2004","Mil. USD","3.80926038606747",""
"Bulgaria","2004","Thousand metric tons","3.314",""
"Bulgaria","2003","Mil. USD","2.88566698825822",""
"Bulgaria","2003","Thousand metric tons","2.017",""
"Bulgaria","2002","Mil. USD","1.44440833423609",""
"Bulgaria","2002","Thousand metric tons","2.015",""
"Bulgaria","2001","Mil. USD","1.37318101195812",""
"Bulgaria","2001","Thousand metric tons","1.663",""
"Bulgaria","2000","Mil. USD","0.470970552566201",""
"Bulgaria","2000","Thousand metric tons","1.045",""
"Bulgaria","1999","Mil. USD","0.192770209560459",""
"Bulgaria","1999","Thousand metric tons","0.573",""
"Bulgaria","1998","Mil. USD","0.568066160772192",""
"Bulgaria","1998","Thousand metric tons","0.718",""
"Bulgaria","1997","Thousand metric tons","1.58",""
"Bulgaria","1996","Thousand metric tons","19.173",""
"Bulgaria","1995","Thousand metric tons","20.349",""
"Burundi","1997","Thousand metric tons","0.022","2"
"Burundi","1996","Thousand metric tons","0","2"
"Burundi","1995","Thousand metric tons","0","2"
"Cabo Verde","2003","Thousand metric tons","0.9","1,2"
"Cabo Verde","2002","Thousand metric tons","0.9","1,2"
"Cabo Verde","2001","Thousand metric tons","0.9","1,2"
"Cabo Verde","2000","Thousand metric tons","0.9","1,2"
"Cabo Verde","1999","Thousand metric tons","0.95","1,2"
"Cabo Verde","1998","Thousand metric tons","0.95","1,2"
"Cabo Verde","1997","Thousand metric tons","0.9","1,2"
"Cabo Verde","1996","Thousand metric tons","0.9","1,2"
"Cabo Verde","1995","Thousand metric tons","0.85","1,2"
"Cambodia","2005","Thousand metric tons","0.3605",""
"Cambodia","2004","Thousand metric tons","0.3824",""
"Cambodia","2003","Thousand metric tons","0.3897",""
"Cambodia","2002","Thousand metric tons","0.4244",""
"Cambodia","2001","Thousand metric tons","0.4445",""
"Cambodia","2000","Thousand metric tons","0.296",""
"Cambodia","1999","Thousand metric tons","0.2841",""
"Cambodia","1998","Thousand metric tons","0.122",""
"Cambodia","1997","Thousand metric tons","0.1146",""
"Cameroon","2003","Thousand metric tons","9.773","1,2"
"Cameroon","2002","Thousand metric tons","16.26","2"
"Canada","2014","Mil. USD","778.859189332039","6"
"Canada","2013","Mil. USD","852.304256558167","6"
"Canada","2012","Mil. USD","609.404651349907",""
"Canada","2011","Mil. USD","741.421173620567",""
"Canada","2010","Mil. USD","940.255283949117",""
"Canada","2003","Thousand metric tons","97.961","2"
"Canada","2002","Thousand metric tons","89.562","2"
"Canada","2001","Thousand metric tons","83.717","2"
"Canada","2000","Thousand metric tons","91.61","2"
"Canada","1999","Thousand metric tons","99.218","2"
"Canada","1998","Thousand metric tons","111.374","2"
"Canada","1997","Thousand metric tons","84.836","2"
"Canada","1996","Thousand metric tons","119.345","2"
"Canada","1995","Thousand metric tons","124.208","2"
"Cayman Islands","1997","Thousand metric tons","0.042","2"
"Cayman Islands","1996","Thousand metric tons","0","2"
"Cayman Islands","1995","Thousand metric tons","0","2"
"Chile","2016","Mil. USD","1008.95765445269",""
"Chile","2016","Thousand metric tons","210.78388",""
"Chile","2015","Mil. USD","769.193758609936",""
"Chile","2015","Thousand metric tons","123.142226",""
"Chile","2014","Mil. USD","176.844965168289",""
"Chile","2014","Thousand metric tons","26.01223",""
"Chile","2013","Mil. USD","461.931619844874",""
"Chile","2013","Thousand metric tons","86.51083",""
"Chile","2012","Mil. USD","925.416655676429",""
"Chile","2012","Thousand metric tons","226.299",""
"Chile","2011","Mil. USD","1079.7945285491",""
"Chile","2011","Thousand metric tons","189.419",""
"Chile","2010","Mil. USD","1095.48547360032",""
"Chile","2010","Thousand metric tons","206.959",""
"Chile","2009","Mil. USD","887.119433171117",""
"Chile","2009","Thousand metric tons","251.062",""
"Chile","2008","Mil. USD","1464.43112600663",""
"Chile","2008","Thousand metric tons","287.118",""
"Chile","2007","Mil. USD","937.745981941345",""
"Chile","2007","Thousand metric tons","298.295",""
"Chile","2006","Mil. USD","1337.95431196041",""
"Chile","2006","Thousand metric tons","353.187",""
"Chile","2005","Mil. USD","1244.27859063799",""
"Chile","2005","Thousand metric tons","385.82",""
"Chile","2003","Thousand metric tons","444.774","2"
"Chile","2002","Thousand metric tons","489.724","2"
"Chile","2001","Thousand metric tons","493.388","2"
"Chile","2000","Thousand metric tons","358.584","2"
"Chile","1999","Thousand metric tons","276.307","2"
"Chile","1998","Thousand metric tons","310.437","2"
"Chile","1997","Thousand metric tons","268.889","2"
"Chile","1996","Thousand metric tons","215.076","2"
"Chile","1995","Thousand metric tons","210.505","2"
"China","2003","Thousand metric tons","5675.672","2"
"China","2002","Thousand metric tons","5167.418","2"
"China","2001","Thousand metric tons","4434.193","2"
"China","2000","Thousand metric tons","4035.116","2"
"China","1999","Thousand metric tons","3733.63","2"
"China","1998","Thousand metric tons","3540.032","2"
"China","1997","Thousand metric tons","3380.229","2"
"China","1996","Thousand metric tons","3345.868","2"
"China","1995","Thousand metric tons","3205.307","2"
"China, Hong Kong Special Administrative Region","2003","Thousand metric tons","0.375","1,2"
"China, Hong Kong Special Administrative Region","2002","Thousand metric tons","1.682","2"
"China, Hong Kong Special Administrative Region","2001","Thousand metric tons","1.945","1,2"
"China, Hong Kong Special Administrative Region","2000","Thousand metric tons","4.942","1,2"
"China, Hong Kong Special Administrative Region","1999","Thousand metric tons","1.858","2"
"China, Hong Kong Special Administrative Region","1998","Thousand metric tons","3.041","2"
"China, Hong Kong Special Administrative Region","1997","Thousand metric tons","2.584","2"
"China, Hong Kong Special Administrative Region","1996","Thousand metric tons","3.75","2"
"China, Hong Kong Special Administrative Region","1995","Thousand metric tons","7.161","2"
"China, Macao Special Administrative Region","2003","Thousand metric tons","0.01","2"
"China, Macao Special Administrative Region","2002","Thousand metric tons","0.01","2"
"China, Macao Special Administrative Region","2001","Thousand metric tons","0.01","2"
"China, Macao Special Administrative Region","2000","Mil. USD","0.124596618447775",""
"China, Macao Special Administrative Region","2000","Thousand metric tons","0.017",""
"China, Macao Special Administrative Region","1999","Thousand metric tons","0.015",""
"China, Macao Special Administrative Region","1998","Thousand metric tons","0.017",""
"China, Macao Special Administrative Region","1997","Mil. USD","0.125387263788681",""
"China, Macao Special Administrative Region","1997","Thousand metric tons","0.061",""
"China, Macao Special Administrative Region","1996","Mil. USD","0.12552721430006",""
"China, Macao Special Administrative Region","1996","Thousand metric tons","0.073",""
"China, Macao Special Administrative Region","1995","Mil. USD","0.376517443739404",""
"China, Macao Special Administrative Region","1995","Thousand metric tons","0.155",""
"Colombia","2003","Thousand metric tons","39.501","1,2"
"Colombia","2002","Thousand metric tons","47.408","2"
"Colombia","2001","Thousand metric tons","55.234","2"
"Colombia","2000","Thousand metric tons","65.701","2"
"Colombia","1999","Thousand metric tons","17.355",""
"Colombia","1998","Thousand metric tons","12.684",""
"Colombia","1997","Thousand metric tons","23.792",""
"Colombia","1995","Thousand metric tons","12.904",""
"Comoros","1997","Thousand metric tons","0.023","2"
"Comoros","1996","Thousand metric tons","0","2"
"Comoros","1995","Thousand metric tons","0","2"
"Costa Rica","2003","Thousand metric tons","0.514","1,2"
"Costa Rica","2002","Thousand metric tons","3.23","2"
"Costa Rica","2001","Thousand metric tons","0.504","1,2"
"Costa Rica","2000","Thousand metric tons","0.487","2"
"Costa Rica","1999","Thousand metric tons","4.521","2"
"Costa Rica","1998","Thousand metric tons","2.643","1,2"
"Costa Rica","1997","Thousand metric tons","6.752","1,2"
"Costa Rica","1996","Thousand metric tons","6.745","1,2"
"Costa Rica","1995","Thousand metric tons","0.713","1,2"
"Côte d'Ivoire","1997","Thousand metric tons","0.03","2"
"Côte d'Ivoire","1996","Thousand metric tons","0.14","2"
"Côte d'Ivoire","1995","Thousand metric tons","0","2"
"Croatia","2016","Mil. USD","10.2024991656148","7"
"Croatia","2016","Thousand metric tons","14.726",""
"Croatia","2015","Thousand metric tons","11.045",""
"Croatia","2014","Thousand metric tons","11.913",""
"Croatia","2013","Thousand metric tons","10.664",""
"Croatia","2012","Thousand metric tons","10.886",""
"Croatia","2011","Thousand metric tons","10.846",""
"Croatia","2010","Thousand metric tons","4.548",""
"Croatia","2009","Thousand metric tons","4.053",""
"Croatia","2008","Thousand metric tons","4.872",""
"Croatia","2007","Thousand metric tons","5.566",""
"Croatia","2006","Thousand metric tons","4.959",""
"Croatia","2005","Thousand metric tons","4.332",""
"Croatia","2004","Thousand metric tons","2.882",""
"Croatia","2003","Thousand metric tons","1.82",""
"Croatia","2002","Thousand metric tons","0.484",""
"Croatia","2001","Thousand metric tons","0.427",""
"Croatia","2000","Thousand metric tons","0.265",""
"Croatia","1999","Thousand metric tons","0.416",""
"Croatia","1998","Thousand metric tons","1.087",""
"Croatia","1997","Thousand metric tons","0.743",""
"Croatia","1995","Thousand metric tons","0.032","2"
"Cuba","2014","Thousand metric tons","13.492",""
"Cuba","2013","Thousand metric tons","12.388",""
"Cuba","2012","Thousand metric tons","9.133",""
"Cuba","2011","Thousand metric tons","8.359",""
"Cuba","2010","Thousand metric tons","4.415",""
"Cuba","2009","Thousand metric tons","8.128",""
"Cuba","2008","Thousand metric tons","9.292",""
"Cuba","2007","Thousand metric tons","4.657",""
"Cuba","2006","Thousand metric tons","7.417",""
"Cuba","2005","Thousand metric tons","4.7",""
"Cuba","2004","Thousand metric tons","4.633",""
"Cuba","2003","Thousand metric tons","4.147",""
"Cuba","2002","Thousand metric tons","2.73",""
"Cuba","2001","Thousand metric tons","4.648",""
"Cuba","2000","Thousand metric tons","4.337",""
"Cuba","1999","Thousand metric tons","8.574",""
"Cuba","1998","Thousand metric tons","11.827",""
"Cuba","1997","Thousand metric tons","19.078",""
"Cuba","1996","Thousand metric tons","38.047","2"
"Cuba","1995","Thousand metric tons","27.848","2"
"Cyprus","1997","Thousand metric tons","0.01","2"
"Cyprus","1996","Thousand metric tons","0.01","2"
"Cyprus","1995","Thousand metric tons","0.01","2"
"Czechia","2016","Mil. USD","16.121167895946",""
"Czechia","2016","Thousand metric tons","4.522",""
"Czechia","2015","Mil. USD","19.8384064230906",""
"Czechia","2015","Thousand metric tons","5.462",""
"Czechia","2014","Mil. USD","23.8468023605926",""
"Czechia","2014","Thousand metric tons","5.917",""
"Czechia","2013","Mil. USD","24.0156357158517",""
"Czechia","2013","Thousand metric tons","6.113",""
"Czechia","2012","Mil. USD","24.9776536965981",""
"Czechia","2012","Thousand metric tons","6.499",""
"Czechia","2011","Mil. USD","22.6605943656425",""
"Czechia","2011","Thousand metric tons","5.887",""
"Czechia","2010","Mil. USD","22.2009870014268",""
"Czechia","2010","Thousand metric tons","6.372",""
"Czechia","2008","Mil. USD","2.75309967782876",""
"Czechia","2008","Thousand metric tons","0.791",""
"Czechia","2007","Mil. USD","6.89870402917165",""
"Czechia","2007","Thousand metric tons","3.331",""
"Czechia","2003","Thousand metric tons","1","1,2"
"Czechia","2002","Thousand metric tons","1","1,2"
"Czechia","2001","Thousand metric tons","1","1,2"
"Czechia","2000","Thousand metric tons","1","1,2"
"Czechia","1999","Thousand metric tons","1","1,2"
"Czechia","1998","Thousand metric tons","1","1,2"
"Czechia","1997","Thousand metric tons","1","1,2"
"Czechia","1996","Thousand metric tons","1.033","2"
"Czechia","1995","Thousand metric tons","0.291","2"
"Democratic People's Republic of Korea","2002","Thousand metric tons","53.555","2"
"Democratic People's Republic of Korea","2001","Thousand metric tons","52.38","2"
"Democratic People's Republic of Korea","2000","Thousand metric tons","56.255","2"
"Democratic People's Republic of Korea","1999","Thousand metric tons","57.631","2"
"Democratic People's Republic of Korea","1998","Thousand metric tons","53.704","2"
"Democratic People's Republic of Korea","1997","Thousand metric tons","59.983","2"
"Democratic People's Republic of Korea","1996","Thousand metric tons","87.065","2"
"Democratic People's Republic of Korea","1995","Thousand metric tons","106.942","1,2"
"Denmark","2016","Mil. USD","20.7033322963386",""
"Denmark","2016","Thousand metric tons","5.479",""
"Denmark","2015","Mil. USD","15.315015886551",""
"Denmark","2015","Thousand metric tons","3.433",""
"Denmark","2014","Mil. USD","16.6326154859638",""
"Denmark","2014","Thousand metric tons","4.168",""
"Denmark","2013","Mil. USD","27.1779788113419",""
"Denmark","2013","Thousand metric tons","6.646",""
"Denmark","2012","Mil. USD","37.1775405093079",""
"Denmark","2012","Thousand metric tons","7.966",""
"Denmark","2011","Mil. USD","65.0850770899451",""
"Denmark","2011","Thousand metric tons","12.031",""
"Denmark","2010","Mil. USD","87.7004662989025",""
"Denmark","2010","Thousand metric tons","14.026",""
"Denmark","2009","Mil. USD","76.6933829107233",""
"Denmark","2009","Thousand metric tons","14.58",""
"Denmark","2008","Mil. USD","113.627134912354",""
"Denmark","2008","Thousand metric tons","33.8",""
"Denmark","2007","Mil. USD","48.8022777396689",""
"Denmark","2007","Thousand metric tons","9.693394",""
"Denmark","2006","Mil. USD","93.4213399019692",""
"Denmark","2006","Thousand metric tons","21.514",""
"Denmark","2005","Mil. USD","106.899553269934",""
"Denmark","2005","Thousand metric tons","25.434",""
"Denmark","2004","Mil. USD","143.928199644248",""
"Denmark","2004","Thousand metric tons","27.891",""
"Denmark","2003","Mil. USD","132.027038377738",""
"Denmark","2003","Thousand metric tons","30.845",""
"Denmark","2002","Mil. USD","131.253263655207",""
"Denmark","2002","Thousand metric tons","33.89",""
"Denmark","2001","Mil. USD","146.043091777514",""
"Denmark","2001","Thousand metric tons","47.018",""
"Denmark","2000","Mil. USD","123.023415084044",""
"Denmark","2000","Thousand metric tons","37.092",""
"Denmark","1999","Mil. USD","142.421418987879",""
"Denmark","1999","Thousand metric tons","41.881",""
"Denmark","1998","Mil. USD","143.264711617671",""
"Denmark","1998","Thousand metric tons","42.7",""
"Denmark","1997","Mil. USD","149.192837011257",""
"Denmark","1997","Thousand metric tons","42.711",""
"Denmark","1996","Mil. USD","176.726681369268",""
"Denmark","1996","Thousand metric tons","46.89",""
"Denmark","1995","Mil. USD","190.956619523892",""
"Denmark","1995","Thousand metric tons","54.66",""
"Djibouti","1997","Thousand metric tons","0","2"
"Djibouti","1996","Thousand metric tons","0.01","2"
"Djibouti","1995","Thousand metric tons","0.025","2"
"Dominican Republic","1997","Thousand metric tons","0","2"
"Dominican Republic","1996","Thousand metric tons","0","2"
"Dominican Republic","1995","Thousand metric tons","0","2"
"Ecuador","2016","Mil. USD","200.973769",""
"Ecuador","2016","Thousand metric tons","44.729783",""
"Ecuador","2015","Mil. USD","172.551281",""
"Ecuador","2015","Thousand metric tons","34.238544",""
"Ecuador","2014","Mil. USD","127.829336",""
"Ecuador","2014","Thousand metric tons","22.480624160663",""
"Ecuador","2013","Mil. USD","134.536351",""
"Ecuador","2013","Thousand metric tons","38.385128531315",""
"Ecuador","2012","Mil. USD","154.484481",""
"Ecuador","2012","Thousand metric tons","42.262991823606",""
"Ecuador","2011","Mil. USD","52.430437566",""
"Ecuador","2011","Thousand metric tons","14.378827630635",""
