Region/Country/Area,,Year,Series,Value,Footnotes,Source,,,
705,Slovenia,2015,Consumer price index: Food,113.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
705,Slovenia,2018,Consumer price index: Food,119.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
705,Slovenia,2019,Consumer price index: Food,121.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
705,Slovenia,2020,Consumer price index: Food,126.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
90,Solomon Islands,2000,Consumer price index: General,44.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
90,Solomon Islands,2005,Consumer price index: General,65.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
90,Solomon Islands,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
90,Solomon Islands,2015,Consumer price index: General,125.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
90,Solomon Islands,2018,Consumer price index: General,130.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
90,Solomon Islands,2019,Consumer price index: General,133.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
90,Solomon Islands,2020,Consumer price index: General,137,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
90,Solomon Islands,2015,Consumer price index: Food,552.5,Estimate.,Honiara,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2000,Consumer price index: General,59.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
710,South Africa,2005,Consumer price index: General,74.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
710,South Africa,2010,Consumer price index: General,100,Break in the time series.,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",
710,South Africa,2015,Consumer price index: General,130.1,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2018,Consumer price index: General,152.4,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2019,Consumer price index: General,158.7,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2020,Consumer price index: General,163.9,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2000,Consumer price index: Food,48.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
710,South Africa,2005,Consumer price index: Food,67.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
710,South Africa,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2015,Consumer price index: Food,137.2,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2018,Consumer price index: Food,168,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2019,Consumer price index: Food,173.8,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
710,South Africa,2020,Consumer price index: Food,181.7,Calculated by the UN Statistics Division from national indices.,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
728,South Sudan,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
728,South Sudan,2015,Consumer price index: General,331.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
728,South Sudan,2018,Consumer price index: General,8411.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
728,South Sudan,2019,Consumer price index: General,15749.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
728,South Sudan,2020,Consumer price index: General,20422.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
728,South Sudan,2010,Consumer price index: Food,100,Estimate.,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
728,South Sudan,2015,Consumer price index: Food,349.4,Estimate.,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
724,Spain,2000,Consumer price index: General,75.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2005,Consumer price index: General,89,Break in the time series.,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
724,Spain,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2015,Consumer price index: General,106.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2018,Consumer price index: General,110.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2019,Consumer price index: General,111,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2020,Consumer price index: General,110.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2000,Consumer price index: Food,71.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2005,Consumer price index: Food,89.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2015,Consumer price index: Food,108.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2018,Consumer price index: Food,112.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2019,Consumer price index: Food,114.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
724,Spain,2020,Consumer price index: Food,116.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
144,Sri Lanka,2000,Consumer price index: General,36.5,Calculated by the UN Statistics Division from national indices.,Colombo,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
144,Sri Lanka,2005,Consumer price index: General,58.3,Break in the time series.,Calculated by the UN Statistics Division from national indices.,Colombo,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",
144,Sri Lanka,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,Colombo,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
144,Sri Lanka,2015,Consumer price index: General,109.5,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
144,Sri Lanka,2018,Consumer price index: General,125.2,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
144,Sri Lanka,2019,Consumer price index: General,129.6,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
144,Sri Lanka,2020,Consumer price index: General,137.6,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
144,Sri Lanka,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,Colombo,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
144,Sri Lanka,2015,Consumer price index: Food,110.7,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
144,Sri Lanka,2018,Consumer price index: Food,126.8,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
144,Sri Lanka,2019,Consumer price index: Food,127.6,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
144,Sri Lanka,2020,Consumer price index: Food,143.1,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2000,Consumer price index: General,67.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2005,Consumer price index: General,80.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2015,Consumer price index: General,111,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2018,Consumer price index: General,110.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2019,Consumer price index: General,112.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2020,Consumer price index: General,111.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2000,Consumer price index: Food,63.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2005,Consumer price index: Food,71.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2015,Consumer price index: Food,107.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2018,Consumer price index: Food,104.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2019,Consumer price index: Food,107.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
275,State of Palestine,2020,Consumer price index: Food,105.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
729,Sudan,2000,Consumer price index: General,35.8,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
729,Sudan,2005,Consumer price index: General,56.6,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
729,Sudan,2010,Consumer price index: General,100,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
729,Sudan,2015,Consumer price index: General,349.8,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
729,Sudan,2018,Consumer price index: General,890.2,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
729,Sudan,2019,Consumer price index: General,1344.2,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
729,Sudan,2020,Consumer price index: General,3538.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
729,Sudan,2015,Consumer price index: Food,501.5,Estimate.,Index base: 2007=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
740,Suriname,2000,Consumer price index: General,29,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2005,Consumer price index: General,69,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2015,Consumer price index: General,139.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2018,Consumer price index: General,282.8,Calculated by the UN Statistics Division from national indices.,Average for 10 months excluding data for May and June.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
740,Suriname,2019,Consumer price index: General,294.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2020,Consumer price index: General,397.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2015,Consumer price index: Food,141.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2018,Consumer price index: Food,289.5,Calculated by the UN Statistics Division from national indices.,Average for 10 months excluding data for May and June.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
740,Suriname,2019,Consumer price index: Food,304.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
740,Suriname,2020,Consumer price index: Food,436,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2000,Consumer price index: General,86.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2005,Consumer price index: General,92.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2015,Consumer price index: General,103.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2018,Consumer price index: General,108.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2019,Consumer price index: General,110.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2020,Consumer price index: General,111.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2000,Consumer price index: Food,82.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2005,Consumer price index: Food,87.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2015,Consumer price index: Food,107.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2018,Consumer price index: Food,114,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2019,Consumer price index: Food,117.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
752,Sweden,2020,Consumer price index: Food,119.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2000,Consumer price index: General,91.7,Break in the time series.,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
756,Switzerland,2005,Consumer price index: General,95.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2015,Consumer price index: General,98.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2018,Consumer price index: General,99.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2019,Consumer price index: General,99.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2020,Consumer price index: General,98.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2000,Consumer price index: Food,92.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2005,Consumer price index: Food,97.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2015,Consumer price index: Food,97.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2018,Consumer price index: Food,99.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2019,Consumer price index: Food,99.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
756,Switzerland,2020,Consumer price index: Food,99.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
760,Syrian Arab Republic,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
760,Syrian Arab Republic,2015,Consumer price index: General,448.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
760,Syrian Arab Republic,2018,Consumer price index: General,790.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
760,Syrian Arab Republic,2019,Consumer price index: General,896.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
760,Syrian Arab Republic,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
760,Syrian Arab Republic,2015,Consumer price index: Food,512.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
760,Syrian Arab Republic,2018,Consumer price index: Food,947.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
760,Syrian Arab Republic,2019,Consumer price index: Food,1089.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
762,Tajikistan,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
762,Tajikistan,2015,Consumer price index: General,140.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
762,Tajikistan,2018,Consumer price index: General,165.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
762,Tajikistan,2019,Consumer price index: General,178.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
762,Tajikistan,2020,Consumer price index: General,194.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
762,Tajikistan,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
762,Tajikistan,2015,Consumer price index: Food,146.8,Calculated by the UN Statistics Division from national indices.,Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
762,Tajikistan,2018,Consumer price index: Food,173.1,Calculated by the UN Statistics Division from national indices.,Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
762,Tajikistan,2019,Consumer price index: Food,192.2,Calculated by the UN Statistics Division from national indices.,Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
762,Tajikistan,2020,Consumer price index: Food,214.6,Calculated by the UN Statistics Division from national indices.,Including alcoholic beverages.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
764,Thailand,2000,Consumer price index: General,77.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2005,Consumer price index: General,86.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2015,Consumer price index: General,110.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2018,Consumer price index: General,112.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2019,Consumer price index: General,113.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2020,Consumer price index: General,112.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2015,Consumer price index: Food,123,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2018,Consumer price index: Food,125.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2019,Consumer price index: Food,128.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
764,Thailand,2020,Consumer price index: Food,130,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
626,Timor-Leste,2005,Consumer price index: General,74.4,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
626,Timor-Leste,2010,Consumer price index: General,100,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
