Region/Country/Area,,Year,Series,Value,Footnotes,Source,
400,Jordan,2005,Net official development assistance received: Bilateral  (millions of US dollars),593,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2010,Net official development assistance received: Bilateral  (millions of US dollars),692,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2015,Net official development assistance received: Bilateral  (millions of US dollars),1900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2017,Net official development assistance received: Bilateral  (millions of US dollars),2699,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2018,Net official development assistance received: Bilateral  (millions of US dollars),2253,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2019,Net official development assistance received: Bilateral  (millions of US dollars),2360,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,1985,Net official development assistance received: Multilateral (millions of US dollars),9,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,1995,Net official development assistance received: Multilateral (millions of US dollars),78,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2005,Net official development assistance received: Multilateral (millions of US dollars),117,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2010,Net official development assistance received: Multilateral (millions of US dollars),263,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2015,Net official development assistance received: Multilateral (millions of US dollars),241,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2017,Net official development assistance received: Multilateral (millions of US dollars),281,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2018,Net official development assistance received: Multilateral (millions of US dollars),273,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2019,Net official development assistance received: Multilateral (millions of US dollars),330,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,1985,Net official development assistance received: Total (millions of US dollars),607,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,1995,Net official development assistance received: Total (millions of US dollars),540,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2005,Net official development assistance received: Total (millions of US dollars),710,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2010,Net official development assistance received: Total (millions of US dollars),955,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2015,Net official development assistance received: Total (millions of US dollars),2141,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2017,Net official development assistance received: Total (millions of US dollars),2980,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2018,Net official development assistance received: Total (millions of US dollars),2526,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2019,Net official development assistance received: Total (millions of US dollars),2690,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,1985,Net official development assistance received: Total (as % GNI),12.4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,1995,Net official development assistance received: Total (as % GNI),8.3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2005,Net official development assistance received: Total (as % GNI),5.5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2010,Net official development assistance received: Total (as % GNI),3.6,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2015,Net official development assistance received: Total (as % GNI),5.7,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2017,Net official development assistance received: Total (as % GNI),7.4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2018,Net official development assistance received: Total (as % GNI),6,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
400,Jordan,2019,Net official development assistance received: Total (as % GNI),6.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,1995,Net official development assistance received: Bilateral  (millions of US dollars),48,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2005,Net official development assistance received: Bilateral  (millions of US dollars),194,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2010,Net official development assistance received: Bilateral  (millions of US dollars),140,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2015,Net official development assistance received: Bilateral  (millions of US dollars),5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2017,Net official development assistance received: Bilateral  (millions of US dollars),-9,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2018,Net official development assistance received: Bilateral  (millions of US dollars),63,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2019,Net official development assistance received: Bilateral  (millions of US dollars),3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,1995,Net official development assistance received: Multilateral (millions of US dollars),11,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2005,Net official development assistance received: Multilateral (millions of US dollars),31,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2010,Net official development assistance received: Multilateral (millions of US dollars),72,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2015,Net official development assistance received: Multilateral (millions of US dollars),77,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2017,Net official development assistance received: Multilateral (millions of US dollars),68,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2018,Net official development assistance received: Multilateral (millions of US dollars),17,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2019,Net official development assistance received: Multilateral (millions of US dollars),50,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,1995,Net official development assistance received: Total (millions of US dollars),59,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2005,Net official development assistance received: Total (millions of US dollars),225,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2010,Net official development assistance received: Total (millions of US dollars),212,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2015,Net official development assistance received: Total (millions of US dollars),82,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2017,Net official development assistance received: Total (millions of US dollars),59,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2018,Net official development assistance received: Total (millions of US dollars),80,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2019,Net official development assistance received: Total (millions of US dollars),53,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,1995,Net official development assistance received: Total (as % GNI),0.3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2005,Net official development assistance received: Total (as % GNI),0.4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2010,Net official development assistance received: Total (as % GNI),0.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2015,Net official development assistance received: Total (as % GNI),0.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2017,Net official development assistance received: Total (as % GNI),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2018,Net official development assistance received: Total (as % GNI),0.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2019,Net official development assistance received: Total (as % GNI),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,1985,Net official development assistance received: Bilateral  (millions of US dollars),366,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,1995,Net official development assistance received: Bilateral  (millions of US dollars),506,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2005,Net official development assistance received: Bilateral  (millions of US dollars),475,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2010,Net official development assistance received: Bilateral  (millions of US dollars),1163,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2015,Net official development assistance received: Bilateral  (millions of US dollars),1655,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2017,Net official development assistance received: Bilateral  (millions of US dollars),1629,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2018,Net official development assistance received: Bilateral  (millions of US dollars),1456,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2019,Net official development assistance received: Bilateral  (millions of US dollars),2101,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,1985,Net official development assistance received: Multilateral (millions of US dollars),61,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,1995,Net official development assistance received: Multilateral (millions of US dollars),227,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2005,Net official development assistance received: Multilateral (millions of US dollars),281,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2010,Net official development assistance received: Multilateral (millions of US dollars),468,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2015,Net official development assistance received: Multilateral (millions of US dollars),809,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2017,Net official development assistance received: Multilateral (millions of US dollars),852,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2018,Net official development assistance received: Multilateral (millions of US dollars),1035,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2019,Net official development assistance received: Multilateral (millions of US dollars),1072,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,1985,Net official development assistance received: Total (millions of US dollars),427,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,1995,Net official development assistance received: Total (millions of US dollars),733,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2005,Net official development assistance received: Total (millions of US dollars),757,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2010,Net official development assistance received: Total (millions of US dollars),1631,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2015,Net official development assistance received: Total (millions of US dollars),2464,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2017,Net official development assistance received: Total (millions of US dollars),2480,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2018,Net official development assistance received: Total (millions of US dollars),2491,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2019,Net official development assistance received: Total (millions of US dollars),3173,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,1985,Net official development assistance received: Total (as % GNI),7.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,1995,Net official development assistance received: Total (as % GNI),8.4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2005,Net official development assistance received: Total (as % GNI),4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2010,Net official development assistance received: Total (as % GNI),4.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2015,Net official development assistance received: Total (as % GNI),3.9,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2017,Net official development assistance received: Total (as % GNI),3.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2018,Net official development assistance received: Total (as % GNI),2.9,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
404,Kenya,2019,Net official development assistance received: Total (as % GNI),3.4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,1985,Net official development assistance received: Bilateral  (millions of US dollars),11,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,1995,Net official development assistance received: Bilateral  (millions of US dollars),13,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2005,Net official development assistance received: Bilateral  (millions of US dollars),18,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2010,Net official development assistance received: Bilateral  (millions of US dollars),22,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2015,Net official development assistance received: Bilateral  (millions of US dollars),50,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2017,Net official development assistance received: Bilateral  (millions of US dollars),58,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2018,Net official development assistance received: Bilateral  (millions of US dollars),22,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2019,Net official development assistance received: Bilateral  (millions of US dollars),50,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,1985,Net official development assistance received: Multilateral (millions of US dollars),1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,1995,Net official development assistance received: Multilateral (millions of US dollars),2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2005,Net official development assistance received: Multilateral (millions of US dollars),8,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2010,Net official development assistance received: Multilateral (millions of US dollars),2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2015,Net official development assistance received: Multilateral (millions of US dollars),15,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2017,Net official development assistance received: Multilateral (millions of US dollars),19,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2018,Net official development assistance received: Multilateral (millions of US dollars),58,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2019,Net official development assistance received: Multilateral (millions of US dollars),6,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,1985,Net official development assistance received: Total (millions of US dollars),12,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,1995,Net official development assistance received: Total (millions of US dollars),15,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2005,Net official development assistance received: Total (millions of US dollars),27,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2010,Net official development assistance received: Total (millions of US dollars),24,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2015,Net official development assistance received: Total (millions of US dollars),65,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2017,Net official development assistance received: Total (millions of US dollars),77,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2018,Net official development assistance received: Total (millions of US dollars),80,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2019,Net official development assistance received: Total (millions of US dollars),57,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,1985,Net official development assistance received: Total (as % GNI),38.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,1995,Net official development assistance received: Total (as % GNI),16,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2005,Net official development assistance received: Total (as % GNI),16.8,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2010,Net official development assistance received: Total (as % GNI),10.4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2015,Net official development assistance received: Total (as % GNI),18.5,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2017,Net official development assistance received: Total (as % GNI),21.6,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2018,Net official development assistance received: Total (as % GNI),22,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
296,Kiribati,2019,Net official development assistance received: Total (as % GNI),14.8,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2010,Net official development assistance received: Bilateral  (millions of US dollars),215,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2015,Net official development assistance received: Bilateral  (millions of US dollars),251,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2017,Net official development assistance received: Bilateral  (millions of US dollars),141,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2018,Net official development assistance received: Bilateral  (millions of US dollars),201,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2019,Net official development assistance received: Bilateral  (millions of US dollars),179,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2005,Net official development assistance received: Multilateral (millions of US dollars),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2010,Net official development assistance received: Multilateral (millions of US dollars),312,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2015,Net official development assistance received: Multilateral (millions of US dollars),186,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2017,Net official development assistance received: Multilateral (millions of US dollars),251,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2018,Net official development assistance received: Multilateral (millions of US dollars),145,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2019,Net official development assistance received: Multilateral (millions of US dollars),164,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2010,Net official development assistance received: Total (millions of US dollars),528,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2015,Net official development assistance received: Total (millions of US dollars),438,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2017,Net official development assistance received: Total (millions of US dollars),392,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2018,Net official development assistance received: Total (millions of US dollars),345,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2019,Net official development assistance received: Total (millions of US dollars),343,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2010,Net official development assistance received: Total (as % GNI),8.9,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2015,Net official development assistance received: Total (as % GNI),6.7,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2017,Net official development assistance received: Total (as % GNI),5.3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2018,Net official development assistance received: Total (as % GNI),4.3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
412,Kosovo,2019,Net official development assistance received: Total (as % GNI),4.2,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1985,Net official development assistance received: Bilateral  (millions of US dollars),3,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1995,Net official development assistance received: Bilateral  (millions of US dollars),4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1985,Net official development assistance received: Multilateral (millions of US dollars),1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1995,Net official development assistance received: Multilateral (millions of US dollars),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1985,Net official development assistance received: Total (millions of US dollars),4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1995,Net official development assistance received: Total (millions of US dollars),4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1985,Net official development assistance received: Total (as % GNI),0,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
