"Country or Area","Year","Value"
"Monaco","2000","108.998449824258"
"Monaco","1999","108.118592224381"
"Monaco","1998","107.158726915411"
"Monaco","1997","107.947023438435"
"Monaco","1996","109.837741395329"
"Monaco","1995","105.527859858147"
"Monaco","1994","108.888766876932"
"Monaco","1993","108.193893648097"
"Monaco","1992","109.234178544162"
"Monaco","1991","103.591549480436"
"Monaco","1990","102.733933829911"
"Netherlands","2019","180441.295041414"
"Netherlands","2018","186394.472259371"
"Netherlands","2017","190567.469714956"
"Netherlands","2016","193101.018399183"
"Netherlands","2015","192712.730465083"
"Netherlands","2014","185617.270533367"
"Netherlands","2013","193387.531543852"
"Netherlands","2012","193081.482620275"
"Netherlands","2011","197327.070115243"
"Netherlands","2010","211675.15204759"
"Netherlands","2009","199722.19465864"
"Netherlands","2008","205315.854010135"
"Netherlands","2007","205894.054282244"
"Netherlands","2006","207510.087801018"
"Netherlands","2005","212553.100082046"
"Netherlands","2004","218288.462031947"
"Netherlands","2003","216742.957588759"
"Netherlands","2002","216093.443828745"
"Netherlands","2001","218271.568229155"
"Netherlands","2000","217577.763418426"
"Netherlands","1999","219336.64465199"
"Netherlands","1998","232779.112597159"
"Netherlands","1997","232386.437027991"
"Netherlands","1996","240424.692122665"
"Netherlands","1995","229639.344927106"
"Netherlands","1994","229571.519738175"
"Netherlands","1993","228694.788377512"
"Netherlands","1992","227948.361914389"
"Netherlands","1991","227263.862660744"
"Netherlands","1990","219604.101957849"
"New Zealand","2019","82317.8757096254"
"New Zealand","2018","80578.3088257204"
"New Zealand","2017","80281.9992818682"
"New Zealand","2016","78678.3617785243"
"New Zealand","2015","80724.4358721256"
"New Zealand","2014","80673.9976083313"
"New Zealand","2013","79827.7708321932"
"New Zealand","2012","80446.278485825"
"New Zealand","2011","78149.2350415136"
"New Zealand","2010","78316.4114811518"
"New Zealand","2009","77881.9509072453"
"New Zealand","2008","80605.4454220682"
"New Zealand","2007","80522.5662334531"
"New Zealand","2006","82518.4125885623"
"New Zealand","2005","82486.1719240999"
"New Zealand","2004","80548.784687966"
"New Zealand","2003","80733.6375232615"
"New Zealand","2002","78563.4918111933"
"New Zealand","2001","78386.3562408515"
"New Zealand","2000","75397.6313836791"
"New Zealand","1999","73366.3805105233"
"New Zealand","1998","71569.2777435882"
"New Zealand","1997","73669.1256222054"
"New Zealand","1996","70973.4128004671"
"New Zealand","1995","68913.1250160278"
"New Zealand","1994","68135.3764640341"
"New Zealand","1993","66913.4392999329"
"New Zealand","1992","67153.4847659029"
"New Zealand","1991","66005.3369746613"
"New Zealand","1990","65129.2265153689"
"Norway","2019","50333.9799478161"
"Norway","2018","52211.4592458434"
"Norway","2017","52089.4822921905"
"Norway","2016","53095.0673141754"
"Norway","2015","54125.1149474512"
"Norway","2014","53863.1440399841"
"Norway","2013","53989.1023613965"
"Norway","2012","53998.1134384645"
"Norway","2011","54509.5663493979"
"Norway","2010","55265.5927453728"
"Norway","2009","53053.8401010503"
"Norway","2008","55442.3551983955"
"Norway","2007","56895.3979935653"
"Norway","2006","55238.3791561216"
"Norway","2005","55269.6212934541"
"Norway","2004","56151.1936074983"
"Norway","2003","55762.8393493258"
"Norway","2002","55222.3774161925"
"Norway","2001","56349.0693886818"
"Norway","2000","55117.3923157916"
"Norway","1999","55736.950243265"
"Norway","1998","54779.968381649"
"Norway","1997","54631.1726548158"
"Norway","1996","54614.6583961255"
"Norway","1995","51623.5903970465"
"Norway","1994","51279.6806373927"
"Norway","1993","49400.7876495097"
"Norway","1992","47494.56712918"
"Norway","1991","49182.3338835634"
"Norway","1990","51475.1055827256"
"Poland","2019","390744.667678314"
"Poland","2018","411852.174023962"
"Poland","2017","414819.409011347"
"Poland","2016","400421.283822755"
"Poland","2015","390815.883734896"
"Poland","2014","388929.073849226"
"Poland","2013","401638.242499534"
"Poland","2012","404975.672054535"
"Poland","2011","412488.954182128"
"Poland","2010","413501.546936704"
"Poland","2009","394713.89800911"
"Poland","2008","413750.427508536"
"Poland","2007","420268.917713595"
"Poland","2006","420408.332354278"
"Poland","2005","405225.247666903"
"Poland","2004","404900.886889338"
"Poland","2003","399258.841067921"
"Poland","2002","385455.07393895"
"Poland","2001","395187.645272089"
"Poland","2000","396594.906005332"
"Poland","1999","409182.564208224"
"Poland","1998","420681.520002019"
"Poland","1997","451022.730061129"
"Poland","1996","461109.527678685"
"Poland","1995","447309.062941919"
"Poland","1994","445289.045721325"
"Poland","1993","450911.259418228"
"Poland","1992","451015.93995177"
"Poland","1991","463790.867979625"
"Poland","1990","475862.931721879"
"Portugal","2019","63469.9771880301"
"Portugal","2018","67131.7867899326"
"Portugal","2017","70790.7212400267"
"Portugal","2016","65741.5836051264"
"Portugal","2015","67586.6694395915"
"Portugal","2014","63439.8314479983"
"Portugal","2013","63542.2322350027"
"Portugal","2012","65404.6271649694"
"Portugal","2011","67319.0851025715"
"Portugal","2010","68727.0300152394"
"Portugal","2009","73008.6945452057"
"Portugal","2008","76195.152532281"
"Portugal","2007","78593.0068569892"
"Portugal","2006","80871.6709854669"
"Portugal","2005","85704.3373691091"
"Portugal","2004","83559.5591665948"
"Portugal","2003","80429.3297289088"
"Portugal","2002","85719.9430857501"
"Portugal","2001","81199.8802634505"
"Portugal","2000","81668.1053085542"
"Portugal","1999","82400.4444484228"
"Portugal","1998","74333.266684444"
"Portugal","1997","69473.4670083932"
"Portugal","1996","66294.6307157814"
"Portugal","1995","68588.1405163452"
"Portugal","1994","63924.866756731"
"Portugal","1993","63027.6440076516"
"Portugal","1992","64536.0410405003"
"Portugal","1991","60689.0373771176"
"Portugal","1990","58783.7747826449"
"Romania","2019","111767.056256131"
"Romania","2018","115090.958527098"
"Romania","2017","114245.644445732"
"Romania","2016","110762.205144427"
"Romania","2015","113193.867136923"
"Romania","2014","112485.912405957"
"Romania","2013","111881.71802146"
"Romania","2012","121086.328001662"
"Romania","2011","123862.204119279"
"Romania","2010","116143.753178736"
"Romania","2009","121699.296886031"
"Romania","2008","140785.556308033"
"Romania","2007","145429.713360895"
"Romania","2006","148442.789926945"
"Romania","2005","146944.756308086"
"Romania","2004","147819.498393177"
"Romania","2003","149600.065610506"
"Romania","2002","143913.341497851"
"Romania","2001","142383.729429457"
"Romania","2000","138766.955731042"
"Romania","1999","145552.030498876"
"Romania","1998","163514.283569987"
"Romania","1997","179616.657527224"
"Romania","1996","186702.299857351"
"Romania","1995","183855.957937875"
"Romania","1994","176654.996814269"
"Romania","1993","179379.256952853"
"Romania","1992","189482.017241338"
"Romania","1991","204385.170497338"
"Romania","1990","247371.774221401"
"Russian Federation","2019","2119432.41411106"
"Russian Federation","2018","2133581.60281566"
"Russian Federation","2017","2071543.36647541"
"Russian Federation","2016","2037209.58152542"
"Russian Federation","2015","2035889.29831099"
"Russian Federation","2014","2037987.25985728"
"Russian Federation","2013","2037755.83302016"
"Russian Federation","2012","2095638.94327768"
"Russian Federation","2011","2070533.85595864"
"Russian Federation","2010","2013432.44573952"
"Russian Federation","2009","1921605.98271332"
"Russian Federation","2008","2057617.56116115"
"Russian Federation","2007","2022728.30877457"
"Russian Federation","2006","2024782.86008587"
"Russian Federation","2005","1965384.73764042"
"Russian Federation","2004","1947980.20979865"
"Russian Federation","2003","1936360.29211177"
"Russian Federation","2002","1903699.11048402"
"Russian Federation","2001","1926302.44736173"
"Russian Federation","2000","1891846.00974106"
"Russian Federation","1999","1897296.71087669"
"Russian Federation","1998","1867753.7036752"
"Russian Federation","1997","1899548.63522169"
"Russian Federation","1996","2017432.5803168"
"Russian Federation","1995","2068333.79865849"
"Russian Federation","1994","2120840.38034622"
"Russian Federation","1993","2382405.21564718"
"Russian Federation","1992","2519559.57809929"
"Russian Federation","1991","2997928.59171263"
"Russian Federation","1990","3158804.34281423"
"Slovakia","2019","39948.3328775762"
"Slovakia","2018","42159.1271512764"
"Slovakia","2017","42226.703210953"
"Slovakia","2016","41112.1242750914"
"Slovakia","2015","40712.4612543273"
"Slovakia","2014","39862.9904357891"
"Slovakia","2013","41862.5644191107"
"Slovakia","2012","42309.2210939343"
"Slovakia","2011","44555.4658264419"
"Slovakia","2010","45363.928845525"
"Slovakia","2009","44706.1757947578"
"Slovakia","2008","48898.5188466973"
"Slovakia","2007","48477.9454908264"
"Slovakia","2006","50267.5300492616"
"Slovakia","2005","50357.1936890062"
"Slovakia","2004","50409.4732084659"
"Slovakia","2003","49680.810297349"
"Slovakia","2002","49526.6986608667"
"Slovakia","2001","50925.3926266288"
"Slovakia","2000","48669.9109648561"
"Slovakia","1999","50561.4196104115"
"Slovakia","1998","51948.7710072105"
"Slovakia","1997","52634.9942974482"
"Slovakia","1996","52723.1126495376"
"Slovakia","1995","52888.9423205117"
"Slovakia","1994","52323.026161451"
"Slovakia","1993","54796.0393237914"
"Slovakia","1992","58212.7932130892"
"Slovakia","1991","63926.6031713835"
"Slovakia","1990","73386.1649316688"
"Slovenia","2019","17065.4512618933"
"Slovenia","2018","17521.7361888979"
"Slovenia","2017","17696.6036587545"
"Slovenia","2016","17616.4633644895"
"Slovenia","2015","16760.9468867807"
"Slovenia","2014","16581.5023482558"
"Slovenia","2013","18220.9657839405"
"Slovenia","2012","18917.6139942686"
"Slovenia","2011","19540.3929089906"
"Slovenia","2010","19613.539334372"
"Slovenia","2009","19378.0918268078"
"Slovenia","2008","21543.2842223452"
"Slovenia","2007","20817.4291634903"
"Slovenia","2006","20633.3548689658"
"Slovenia","2005","20433.187485382"
"Slovenia","2004","20175.2787944518"
"Slovenia","2003","19776.0036154777"
"Slovenia","2002","20107.8797989982"
"Slovenia","2001","19851.4548266401"
"Slovenia","2000","18581.7679757776"
"Slovenia","1999","18805.7288769774"
"Slovenia","1998","19425.620576296"
"Slovenia","1997","19851.9225876382"
"Slovenia","1996","19305.1336205441"
"Slovenia","1995","18690.9854443807"
"Slovenia","1994","17902.5834431746"
"Slovenia","1993","17468.7603291726"
"Slovenia","1992","17219.634483761"
"Slovenia","1991","17228.310154685"
"Slovenia","1990","18580.2371469695"
"Spain","2019","314528.510980398"
"Spain","2018","333250.40725042"
"Spain","2017","338738.170594031"
"Spain","2016","325465.700537931"
"Spain","2015","336994.883118601"
"Spain","2014","325609.35926174"
"Spain","2013","323525.943018132"
"Spain","2012","350317.744469078"
"Spain","2011","357588.454147166"
"Spain","2010","357876.017784356"
"Spain","2009","372318.718133169"
"Spain","2008","412136.244666602"
"Spain","2007","446328.117839581"
"Spain","2006","435255.58444539"
"Spain","2005","442075.010181938"
"Spain","2004","427387.293965315"
"Spain","2003","411524.813733842"
"Spain","2002","403700.66962079"
"Spain","2001","385643.065153497"
"Spain","2000","388211.542962691"
"Spain","1999","372592.112634737"
"Spain","1998","345414.753039115"
"Spain","1997","335792.94325891"
"Spain","1996","321413.459609866"
"Spain","1995","329350.689520078"
"Spain","1994","313335.538902215"
"Spain","1993","296709.525465194"
"Spain","1992","307391.545380645"
"Spain","1991","297748.420191866"
"Spain","1990","290001.467422831"
"Sweden","2019","50919.864628547"
"Sweden","2018","52170.2153502114"
"Sweden","2017","53010.5917127513"
"Sweden","2016","53571.5169699015"
"Sweden","2015","53998.5239484138"
"Sweden","2014","53833.2983316601"
"Sweden","2013","55718.9519680639"
"Sweden","2012","57376.4484781741"
"Sweden","2011","60230.6220444901"
"Sweden","2010","64557.4306574231"
"Sweden","2009","58523.6819120945"
"Sweden","2008","62788.9038317399"
"Sweden","2007","65164.4764837245"
"Sweden","2006","66281.6407472456"
"Sweden","2005","66662.5284519518"
"Sweden","2004","69487.5677872603"
"Sweden","2003","70052.925673924"
"Sweden","2002","69684.735059852"
"Sweden","2001","68963.1939332559"
"Sweden","2000","68149.0487953562"
"Sweden","1999","69504.5014088388"
"Sweden","1998","72588.0030515939"
"Sweden","1997","72137.8425737566"
"Sweden","1996","77151.1540594999"
"Sweden","1995","73185.3928094329"
"Sweden","1994","73852.0139698985"
"Sweden","1993","71336.9332483504"
"Sweden","1992","71032.9170184903"
"Sweden","1991","71495.9404367631"
"Sweden","1990","71239.1749535718"
"Switzerland","2019","46108.1865692306"
"Switzerland","2018","46369.7112524261"
"Switzerland","2017","47868.9335421818"
"Switzerland","2016","48709.0629797824"
"Switzerland","2015","48415.6187232814"
"Switzerland","2014","48875.4135740616"
"Switzerland","2013","52831.5332898123"
"Switzerland","2012","51946.231121318"
"Switzerland","2011","50606.3982800291"
"Switzerland","2010","54721.379030255"
"Switzerland","2009","53083.9196490536"
"Switzerland","2008","54541.4295615802"
"Switzerland","2007","53123.597704363"
"Switzerland","2006","55037.7957523322"
"Switzerland","2005","55348.1865067491"
"Switzerland","2004","54688.413815868"
"Switzerland","2003","54080.4141218412"
"Switzerland","2002","52986.027800867"
"Switzerland","2001","54477.0792457115"
"Switzerland","2000","52931.4163345381"
"Switzerland","1999","53634.5667369898"
"Switzerland","1998","53783.4487962413"
"Switzerland","1997","52219.9167821358"
"Switzerland","1996","53380.5300302061"
"Switzerland","1995","52684.0518935021"
"Switzerland","1994","51757.1161032706"
"Switzerland","1993","52752.2332384698"
"Switzerland","1992","55304.0406552041"
"Switzerland","1991","55542.605218112"
"Switzerland","1990","53631.0994750843"
"Turkey","2019","506080.418050804"
"Turkey","2018","522476.62831772"
"Turkey","2017","524980.914998479"
"Turkey","2016","498886.77870021"
"Turkey","2015","473335.823986507"
"Turkey","2014","458953.877797475"
"Turkey","2013","439694.382115648"
"Turkey","2012","447582.084942284"
"Turkey","2011","428120.385662412"
"Turkey","2010","399143.06169849"
"Turkey","2009","395843.888381973"
"Turkey","2008","387853.213521139"
"Turkey","2007","391664.260818859"
"Turkey","2006","358571.104608802"
"Turkey","2005","337344.645500626"
"Turkey","2004","314843.152369665"
"Turkey","2003","305290.154796122"
"Turkey","2002","286227.35308584"
"Turkey","2001","280503.234580198"
"Turkey","2000","298954.228800527"
"Turkey","1999","277840.878005734"
"Turkey","1998","280419.454163788"
"Turkey","1997","278866.028485024"
"Turkey","1996","267614.110763593"
"Turkey","1995","247993.714387582"
"Turkey","1994","234496.433255101"
"Turkey","1993","240521.138984693"
"Turkey","1992","233185.056989232"
"Turkey","1991","226956.771277369"
"Turkey","1990","219572.212756277"
"Ukraine","2019","332114.021495402"
"Ukraine","2018","339797.892371654"
"Ukraine","2017","323045.056155298"
"Ukraine","2016","337456.510663332"
"Ukraine","2015","319141.185292977"
"Ukraine","2014","362608.938695163"
"Ukraine","2013","409042.060451572"
"Ukraine","2012","417435.213821668"
"Ukraine","2011","428395.169998566"
"Ukraine","2010","407123.68850817"
"Ukraine","2009","390310.522921734"
"Ukraine","2008","450790.659030654"
"Ukraine","2007","463029.998321036"
"Ukraine","2006","459698.394163368"
"Ukraine","2005","442062.649725455"
"Ukraine","2004","442916.365994247"
"Ukraine","2003","440133.92160103"
"Ukraine","2002","430839.880678588"
"Ukraine","2001","445700.836202421"
"Ukraine","2000","427602.794017781"
"Ukraine","1999","449424.96128236"
"Ukraine","1998","480725.917450933"
"Ukraine","1997","499401.614337013"
"Ukraine","1996","515089.600804292"
"Ukraine","1995","561925.721766646"
"Ukraine","1994","604727.175550609"
"Ukraine","1993","711031.746134755"
"Ukraine","1992","801154.323355843"
"Ukraine","1991","856175.815225536"
"Ukraine","1990","942574.071777941"
"United Kingdom","2019","453101.45802976"
"United Kingdom","2018","466666.983317023"
"United Kingdom","2017","473389.975534263"
"United Kingdom","2016","484146.194849087"
"United Kingdom","2015","509050.717772049"
"United Kingdom","2014","526556.30012244"
"United Kingdom","2013","566545.826966851"
"United Kingdom","2012","580418.63938128"
"United Kingdom","2011","563659.977575084"
"United Kingdom","2010","608732.302173083"
"United Kingdom","2009","594416.682587364"
"United Kingdom","2008","650476.106810809"
"United Kingdom","2007","671465.499465677"
"United Kingdom","2006","683132.37325962"
"United Kingdom","2005","690112.270844571"
"United Kingdom","2004","697609.48516793"
"United Kingdom","2003","701372.644104804"
"United Kingdom","2002","694790.609767078"
"United Kingdom","2001","714597.25697387"
"United Kingdom","2000","711972.538935432"
"United Kingdom","1999","712883.459402444"
"United Kingdom","1998","742696.693733425"
"United Kingdom","1997","744640.423832767"
"United Kingdom","1996","770309.284658363"
"United Kingdom","1995","748483.635232655"
"United Kingdom","1994","754886.830951978"
"United Kingdom","1993","764121.935845061"
"United Kingdom","1992","783560.563939889"
"United Kingdom","1991","804232.674155572"
"United Kingdom","1990","794869.452235846"
"United States of America","2019","6558345.17946513"
"United States of America","2018","6671449.4007746"
"United States of America","2017","6483291.33079663"
"United States of America","2016","6520337.83908879"
"United States of America","2015","6671112.06490354"
"United States of America","2014","6824956.70900332"
"United States of America","2013","6764669.10979369"
"United States of America","2012","6585907.76574669"
"United States of America","2011","6827402.42058838"
"United States of America","2010","6991106.34255402"
"United States of America","2009","6772000.07130494"
"United States of America","2008","7224648.98009879"
"United States of America","2007","7449616.02492602"
"United States of America","2006","7344462.84753025"
"United States of America","2005","7423031.03062713"
"United States of America","2004","7415471.10782934"
"United States of America","2003","7301363.1804132"
"United States of America","2002","7244301.8887553"
"United States of America","2001","7202956.51353286"
"United States of America","2000","7313616.49290178"
"United States of America","1999","7125399.0288809"
"United States of America","1998","7083269.26680469"
"United States of America","1997","7036508.03992706"
"United States of America","1996","6981165.37615633"
"United States of America","1995","6775860.24466713"
"United States of America","1994","6691822.82940406"
"United States of America","1993","6604349.88949542"
"United States of America","1992","6486343.83634698"
"United States of America","1991","6373621.13494242"
"United States of America","1990","6442650.62637219"

