Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
504,Morocco,2005,Exchange rates: period average (national currency per US dollar),,,8.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
504,Morocco,2010,Exchange rates: period average (national currency per US dollar),,,8.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
504,Morocco,2015,Exchange rates: period average (national currency per US dollar),,,9.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
504,Morocco,2017,Exchange rates: period average (national currency per US dollar),,,9.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
504,Morocco,2018,Exchange rates: period average (national currency per US dollar),,,9.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
504,Morocco,2019,Exchange rates: period average (national currency per US dollar),,,9.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
504,Morocco,2020,Exchange rates: period average (national currency per US dollar),,,9.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,1995,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,10.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2005,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,24.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2010,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,32.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2015,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,45.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2017,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,59,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2018,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,61.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2019,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,61.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2020,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,74.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,1995,Exchange rates: period average (national currency per US dollar),,,9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2005,Exchange rates: period average (national currency per US dollar),,,23.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2010,Exchange rates: period average (national currency per US dollar),,,34,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2015,Exchange rates: period average (national currency per US dollar),,,40,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2017,Exchange rates: period average (national currency per US dollar),,,63.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2018,Exchange rates: period average (national currency per US dollar),,,60.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2019,Exchange rates: period average (national currency per US dollar),,,62.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
508,Mozambique,2020,Exchange rates: period average (national currency per US dollar),,,69.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,1995,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,5.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2005,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2010,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,5.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2015,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,1304,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2017,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,1362,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2018,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,1550,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2019,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,1465.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2020,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,1329.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,1995,Exchange rates: period average (national currency per US dollar),,,5.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2005,Exchange rates: period average (national currency per US dollar),,,5.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2010,Exchange rates: period average (national currency per US dollar),,,5.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2015,Exchange rates: period average (national currency per US dollar),,,1162.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2017,Exchange rates: period average (national currency per US dollar),,,1360.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2018,Exchange rates: period average (national currency per US dollar),,,1429.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2019,Exchange rates: period average (national currency per US dollar),,,1518.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
104,Myanmar,2020,Exchange rates: period average (national currency per US dollar),,,1381.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,1995,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,3.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2005,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,6.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2010,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,6.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2015,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,15.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2017,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,12.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2018,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,14.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2019,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,14.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2020,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,14.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,1995,Exchange rates: period average (national currency per US dollar),,,3.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2005,Exchange rates: period average (national currency per US dollar),,,6.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2010,Exchange rates: period average (national currency per US dollar),,,7.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2015,Exchange rates: period average (national currency per US dollar),,,12.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2017,Exchange rates: period average (national currency per US dollar),,,13.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2018,Exchange rates: period average (national currency per US dollar),,,13.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2019,Exchange rates: period average (national currency per US dollar),,,14.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
516,Namibia,2020,Exchange rates: period average (national currency per US dollar),,,16.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,1995,Exchange rates: end of period (national currency per US dollar),Australian Dollar (AUD),,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2005,Exchange rates: end of period (national currency per US dollar),Australian Dollar (AUD),,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2010,Exchange rates: end of period (national currency per US dollar),Australian Dollar (AUD),,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2015,Exchange rates: end of period (national currency per US dollar),Australian Dollar (AUD),,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2017,Exchange rates: end of period (national currency per US dollar),Australian Dollar (AUD),,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2018,Exchange rates: end of period (national currency per US dollar),Australian Dollar (AUD),,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2019,Exchange rates: end of period (national currency per US dollar),Australian Dollar (AUD),,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2020,Exchange rates: end of period (national currency per US dollar),Australian Dollar (AUD),,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,1995,Exchange rates: period average (national currency per US dollar),,,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2005,Exchange rates: period average (national currency per US dollar),,,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2010,Exchange rates: period average (national currency per US dollar),,,1.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2015,Exchange rates: period average (national currency per US dollar),,,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2017,Exchange rates: period average (national currency per US dollar),,,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2018,Exchange rates: period average (national currency per US dollar),,,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2019,Exchange rates: period average (national currency per US dollar),,,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
520,Nauru,2020,Exchange rates: period average (national currency per US dollar),,,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,1995,Exchange rates: end of period (national currency per US dollar),Nepalese Rupee (NPR),,56,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2005,Exchange rates: end of period (national currency per US dollar),Nepalese Rupee (NPR),,74.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2010,Exchange rates: end of period (national currency per US dollar),Nepalese Rupee (NPR),,71.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2015,Exchange rates: end of period (national currency per US dollar),Nepalese Rupee (NPR),,107.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2017,Exchange rates: end of period (national currency per US dollar),Nepalese Rupee (NPR),,103,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2018,Exchange rates: end of period (national currency per US dollar),Nepalese Rupee (NPR),,115,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2019,Exchange rates: end of period (national currency per US dollar),Nepalese Rupee (NPR),,113.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2020,Exchange rates: end of period (national currency per US dollar),Nepalese Rupee (NPR),,117.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,1995,Exchange rates: period average (national currency per US dollar),,,51.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2005,Exchange rates: period average (national currency per US dollar),,,71.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2010,Exchange rates: period average (national currency per US dollar),,,73.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2015,Exchange rates: period average (national currency per US dollar),,,102.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2017,Exchange rates: period average (national currency per US dollar),,,104.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2018,Exchange rates: period average (national currency per US dollar),,,108.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2019,Exchange rates: period average (national currency per US dollar),,,112.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
524,Nepal,2020,Exchange rates: period average (national currency per US dollar),,,118.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2005,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2010,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2017,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2018,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2019,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2020,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2005,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2010,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2015,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2017,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2018,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2019,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
528,Netherlands,2020,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,1995,Exchange rates: end of period (national currency per US dollar),CFP Franc (XPF),Communaut� financi�re du Pacifique (CFP) Franc.,89.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2005,Exchange rates: end of period (national currency per US dollar),CFP Franc (XPF),Communaut� financi�re du Pacifique (CFP) Franc.,101.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2010,Exchange rates: end of period (national currency per US dollar),CFP Franc (XPF),Communaut� financi�re du Pacifique (CFP) Franc.,89.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2015,Exchange rates: end of period (national currency per US dollar),CFP Franc (XPF),Communaut� financi�re du Pacifique (CFP) Franc.,109.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2017,Exchange rates: end of period (national currency per US dollar),CFP Franc (XPF),Communaut� financi�re du Pacifique (CFP) Franc.,99.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2018,Exchange rates: end of period (national currency per US dollar),CFP Franc (XPF),Communaut� financi�re du Pacifique (CFP) Franc.,104.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2019,Exchange rates: end of period (national currency per US dollar),CFP Franc (XPF),Communaut� financi�re du Pacifique (CFP) Franc.,106.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2020,Exchange rates: end of period (national currency per US dollar),CFP Franc (XPF),Communaut� financi�re du Pacifique (CFP) Franc.,97.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,1995,Exchange rates: period average (national currency per US dollar),,,90.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2005,Exchange rates: period average (national currency per US dollar),,,95.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2010,Exchange rates: period average (national currency per US dollar),,,90,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2015,Exchange rates: period average (national currency per US dollar),,,107.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2017,Exchange rates: period average (national currency per US dollar),,,105.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2018,Exchange rates: period average (national currency per US dollar),,,101.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2019,Exchange rates: period average (national currency per US dollar),,,106.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
540,New Caledonia,2020,Exchange rates: period average (national currency per US dollar),,,104.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,1995,Exchange rates: end of period (national currency per US dollar),New Zealand Dollar (NZD),,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2005,Exchange rates: end of period (national currency per US dollar),New Zealand Dollar (NZD),,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2010,Exchange rates: end of period (national currency per US dollar),New Zealand Dollar (NZD),,1.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2015,Exchange rates: end of period (national currency per US dollar),New Zealand Dollar (NZD),,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2017,Exchange rates: end of period (national currency per US dollar),New Zealand Dollar (NZD),,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2018,Exchange rates: end of period (national currency per US dollar),New Zealand Dollar (NZD),,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2019,Exchange rates: end of period (national currency per US dollar),New Zealand Dollar (NZD),,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2020,Exchange rates: end of period (national currency per US dollar),New Zealand Dollar (NZD),,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,1995,Exchange rates: period average (national currency per US dollar),,,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2005,Exchange rates: period average (national currency per US dollar),,,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2010,Exchange rates: period average (national currency per US dollar),,,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
